,date,id_cd,cd_name,id_borough,borough,pm 2.5,air_quality
332,2009-06-01,313,Coney Island (CD13),2,brooklyn,10.36,bueno
333,2009-06-01,314,Flatbush and Midwood (CD14),2,brooklyn,10.78,bueno
334,2009-06-01,315,Sheepshead Bay (CD15),2,brooklyn,10.38,bueno
335,2009-06-01,316,Brownsville (CD16),2,brooklyn,10.97,bueno
336,2009-06-01,317,East Flatbush (CD17),2,brooklyn,10.88,bueno
337,2009-06-01,318,Flatlands and Canarsie (CD18),2,brooklyn,10.33,bueno
338,2009-06-01,401,Long Island City and Astoria (CD1),3,queens,10.83,bueno
339,2009-06-01,402,Woodside and Sunnyside (CD2),3,queens,12.12,aceptable
340,2009-06-01,403,Jackson Heights (CD3),3,queens,10.37,bueno
341,2009-06-01,404,Elmhurst and Corona (CD4),3,queens,10.83,bueno
342,2009-06-01,405,Ridgewood and Maspeth (CD5),3,queens,10.85,bueno
343,2009-06-01,406,Rego Park and Forest Hills (CD6),3,queens,10.67,bueno
344,2009-06-01,407,Flushing and Whitestone (CD7),3,queens,10.27,bueno
345,2009-06-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,10.1,bueno
346,2009-06-01,409,Kew Gardens and Woodhaven (CD9),3,queens,10.36,bueno
347,2009-06-01,410,South Ozone Park and Howard Beach (CD10),3,queens,9.98,bueno
348,2009-06-01,411,Bayside and Little Neck (CD11),3,queens,9.86,bueno
349,2009-06-01,412,Jamaica and Hollis (CD12),3,queens,10.12,bueno
350,2009-06-01,413,Queens Village (CD13),3,queens,9.67,bueno
351,2009-06-01,414,Rockaway and Broad Channel (CD14),3,queens,9.6,bueno
352,2009-06-01,501,St. George and Stapleton (CD1),5,staten_island,10.58,bueno
353,2009-06-01,502,South Beach and Willowbrook (CD2),5,staten_island,10.56,bueno
354,2009-06-01,503,Tottenville and Great Kills (CD3),5,staten_island,10.39,bueno
355,2010-06-01,101,Financial District (CD1),1,manhattan,13.76,aceptable
356,2010-06-01,102,Greenwich Village and Soho (CD2),1,manhattan,13.71,aceptable
357,2010-06-01,103,Lower East Side and Chinatown (CD3),1,manhattan,12.94,aceptable
358,2010-06-01,104,Clinton and Chelsea (CD4),1,manhattan,14.09,aceptable
359,2010-06-01,105,Midtown (CD5),1,manhattan,16.12,aceptable
360,2010-06-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,14.68,aceptable
361,2010-06-01,107,Upper West Side (CD7),1,manhattan,13.02,aceptable
362,2010-06-01,108,Upper East Side (CD8),1,manhattan,13.68,aceptable
363,2010-06-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,12.53,aceptable
364,2010-06-01,110,Central Harlem (CD10),1,manhattan,12.43,aceptable
365,2010-06-01,111,East Harlem (CD11),1,manhattan,12.63,aceptable
366,2010-06-01,112,Washington Heights and Inwood (CD12),1,manhattan,12.27,aceptable
367,2010-06-01,201,Mott Haven and Melrose (CD1),4,the_bronx,12.96,aceptable
368,2010-06-01,202,Hunts Point and Longwood (CD2),4,the_bronx,12.85,aceptable
369,2010-06-01,203,Morrisania and Crotona (CD3),4,the_bronx,12.32,aceptable
370,2010-06-01,204,Highbridge and Concourse (CD4),4,the_bronx,12.77,aceptable
371,2010-06-01,205,Fordham and University Heights (CD5),4,the_bronx,12.82,aceptable
372,2010-06-01,206,Belmont and East Tremont (CD6),4,the_bronx,12.39,aceptable
373,2010-06-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,12.23,aceptable
374,2010-06-01,208,Riverdale and Fieldston (CD8),4,the_bronx,11.83,bueno
375,2010-06-01,209,Parkchester and Soundview (CD9),4,the_bronx,12.02,aceptable
376,2010-06-01,210,Throgs Neck and Co-op City (CD10),4,the_bronx,11.84,bueno
377,2010-06-01,211,Morris Park and Bronxdale (CD11),4,the_bronx,11.77,bueno
378,2010-06-01,212,Williamsbridge and Baychester (CD12),4,the_bronx,11.75,bueno
379,2010-06-01,301,Greenpoint and Williamsburg (CD1),2,brooklyn,13.41,aceptable
380,2010-06-01,302,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,12.72,aceptable
381,2010-06-01,303,Bedford Stuyvesant (CD3),2,brooklyn,12.04,aceptable
382,2010-06-01,305,East New York and Starrett City (CD5),2,brooklyn,11.89,bueno
383,2010-06-01,306,Park Slope and Carroll Gardens (CD6),2,brooklyn,12.72,aceptable
384,2010-06-01,307,Sunset Park (CD7),2,brooklyn,12.53,aceptable
385,2010-06-01,308,Crown Heights and Prospect Heights (CD8),2,brooklyn,11.96,bueno
386,2010-06-01,309,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,11.82,bueno
387,2010-06-01,310,Bay Ridge and Dyker Heights (CD10),2,brooklyn,11.74,bueno
388,2010-06-01,311,Bensonhurst (CD11),2,brooklyn,11.5,bueno
389,2010-06-01,312,Borough Park (CD12),2,brooklyn,11.74,bueno
390,2010-06-01,313,Coney Island (CD13),2,brooklyn,11.32,bueno
391,2010-06-01,314,Flatbush and Midwood (CD14),2,brooklyn,11.73,bueno
392,2010-06-01,315,Sheepshead Bay (CD15),2,brooklyn,11.37,bueno
393,2010-06-01,316,Brownsville (CD16),2,brooklyn,12.04,aceptable
394,2010-06-01,317,East Flatbush (CD17),2,brooklyn,11.92,bueno
395,2010-06-01,318,Flatlands and Canarsie (CD18),2,brooklyn,11.42,bueno
396,2010-06-01,401,Long Island City and Astoria (CD1),3,queens,12.09,aceptable
397,2010-06-01,402,Woodside and Sunnyside (CD2),3,queens,13.32,aceptable
398,2010-06-01,403,Jackson Heights (CD3),3,queens,11.61,bueno
399,2010-06-01,404,Elmhurst and Corona (CD4),3,queens,12.0,bueno
400,2010-06-01,405,Ridgewood and Maspeth (CD5),3,queens,12.05,aceptable
401,2010-06-01,406,Rego Park and Forest Hills (CD6),3,queens,11.82,bueno
402,2010-06-01,407,Flushing and Whitestone (CD7),3,queens,11.62,bueno
403,2010-06-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,11.38,bueno
404,2010-06-01,409,Kew Gardens and Woodhaven (CD9),3,queens,11.56,bueno
405,2010-06-01,410,South Ozone Park and Howard Beach (CD10),3,queens,11.18,bueno
406,2010-06-01,411,Bayside and Little Neck (CD11),3,queens,11.25,bueno
407,2010-06-01,412,Jamaica and Hollis (CD12),3,queens,11.38,bueno
408,2010-06-01,413,Queens Village (CD13),3,queens,10.99,bueno
409,2010-06-01,414,Rockaway and Broad Channel (CD14),3,queens,10.74,bueno
410,2010-06-01,501,St. George and Stapleton (CD1),5,staten_island,11.57,bueno
411,2010-06-01,502,South Beach and Willowbrook (CD2),5,staten_island,11.51,bueno
412,2010-06-01,503,Tottenville and Great Kills (CD3),5,staten_island,11.27,bueno
413,2011-06-01,101,Financial District (CD1),1,manhattan,13.22,aceptable
414,2011-06-01,102,Greenwich Village and Soho (CD2),1,manhattan,13.16,aceptable
415,2011-06-01,103,Lower East Side and Chinatown (CD3),1,manhattan,12.42,aceptable
416,2011-06-01,104,Clinton and Chelsea (CD4),1,manhattan,13.52,aceptable
417,2011-06-01,105,Midtown (CD5),1,manhattan,15.55,aceptable
418,2011-06-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,14.13,aceptable
419,2011-06-01,107,Upper West Side (CD7),1,manhattan,12.46,aceptable
420,2011-06-01,108,Upper East Side (CD8),1,manhattan,13.14,aceptable
421,2011-06-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,11.97,bueno
422,2011-06-01,110,Central Harlem (CD10),1,manhattan,11.88,bueno
423,2011-06-01,111,East Harlem (CD11),1,manhattan,12.1,aceptable
424,2011-06-01,112,Washington Heights and Inwood (CD12),1,manhattan,11.72,bueno
425,2011-06-01,201,Mott Haven and Melrose (CD1),4,the_bronx,12.46,aceptable
426,2011-06-01,202,Hunts Point and Longwood (CD2),4,the_bronx,12.38,aceptable
427,2011-06-01,203,Morrisania and Crotona (CD3),4,the_bronx,11.82,bueno
428,2011-06-01,204,Highbridge and Concourse (CD4),4,the_bronx,12.24,aceptable
429,2011-06-01,205,Fordham and University Heights (CD5),4,the_bronx,12.3,aceptable
430,2011-06-01,206,Belmont and East Tremont (CD6),4,the_bronx,11.9,bueno
431,2011-06-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,11.72,bueno
432,2011-06-01,208,Riverdale and Fieldston (CD8),4,the_bronx,11.29,bueno
433,2011-06-01,209,Parkchester and Soundview (CD9),4,the_bronx,11.58,bueno
434,2011-06-01,210,Throgs Neck and Co-op City (CD10),4,the_bronx,11.45,bueno
435,2011-06-01,211,Morris Park and Bronxdale (CD11),4,the_bronx,11.32,bueno
436,2011-06-01,212,Williamsbridge and Baychester (CD12),4,the_bronx,11.28,bueno
437,2011-06-01,301,Greenpoint and Williamsburg (CD1),2,brooklyn,12.93,aceptable
438,2011-06-01,302,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,12.23,aceptable
439,2011-06-01,303,Bedford Stuyvesant (CD3),2,brooklyn,11.6,bueno
440,2011-06-01,304,Bushwick (CD4),2,brooklyn,11.64,bueno
441,2011-06-01,305,East New York and Starrett City (CD5),2,brooklyn,11.54,bueno
442,2011-06-01,306,Park Slope and Carroll Gardens (CD6),2,brooklyn,12.25,aceptable
443,2011-06-01,307,Sunset Park (CD7),2,brooklyn,12.09,aceptable
444,2011-06-01,308,Crown Heights and Prospect Heights (CD8),2,brooklyn,11.53,bueno
445,2011-06-01,309,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,11.4,bueno
446,2011-06-01,310,Bay Ridge and Dyker Heights (CD10),2,brooklyn,11.35,bueno
447,2011-06-01,311,Bensonhurst (CD11),2,brooklyn,11.14,bueno
448,2011-06-01,312,Borough Park (CD12),2,brooklyn,11.34,bueno
449,2011-06-01,313,Coney Island (CD13),2,brooklyn,11.02,bueno
450,2011-06-01,314,Flatbush and Midwood (CD14),2,brooklyn,11.35,bueno
451,2011-06-01,315,Sheepshead Bay (CD15),2,brooklyn,11.06,bueno
452,2011-06-01,316,Brownsville (CD16),2,brooklyn,11.65,bueno
453,2011-06-01,317,East Flatbush (CD17),2,brooklyn,11.53,bueno
454,2011-06-01,318,Flatlands and Canarsie (CD18),2,brooklyn,11.1,bueno
455,2011-06-01,401,Long Island City and Astoria (CD1),3,queens,11.62,bueno
456,2011-06-01,402,Woodside and Sunnyside (CD2),3,queens,12.85,aceptable
457,2011-06-01,403,Jackson Heights (CD3),3,queens,11.19,bueno
458,2011-06-01,404,Elmhurst and Corona (CD4),3,queens,11.6,bueno
459,2011-06-01,405,Ridgewood and Maspeth (CD5),3,queens,11.65,bueno
460,2011-06-01,406,Rego Park and Forest Hills (CD6),3,queens,11.46,bueno
461,2011-06-01,407,Flushing and Whitestone (CD7),3,queens,11.28,bueno
462,2011-06-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,11.09,bueno
463,2011-06-01,409,Kew Gardens and Woodhaven (CD9),3,queens,11.24,bueno
464,2011-06-01,410,South Ozone Park and Howard Beach (CD10),3,queens,10.9,bueno
465,2011-06-01,411,Bayside and Little Neck (CD11),3,queens,10.99,bueno
466,2011-06-01,412,Jamaica and Hollis (CD12),3,queens,11.15,bueno
467,2011-06-01,413,Queens Village (CD13),3,queens,10.81,bueno
468,2011-06-01,414,Rockaway and Broad Channel (CD14),3,queens,10.59,bueno
469,2011-06-01,501,St. George and Stapleton (CD1),5,staten_island,11.16,bueno
470,2011-06-01,502,South Beach and Willowbrook (CD2),5,staten_island,11.15,bueno
471,2011-06-01,503,Tottenville and Great Kills (CD3),5,staten_island,10.99,bueno
472,2012-06-01,101,Financial District (CD1),1,manhattan,12.25,aceptable
473,2012-06-01,102,Greenwich Village and Soho (CD2),1,manhattan,12.15,aceptable
474,2012-06-01,103,Lower East Side and Chinatown (CD3),1,manhattan,11.35,bueno
475,2012-06-01,104,Clinton and Chelsea (CD4),1,manhattan,12.53,aceptable
476,2012-06-01,105,Midtown (CD5),1,manhattan,14.8,aceptable
477,2012-06-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,13.22,aceptable
478,2012-06-01,107,Upper West Side (CD7),1,manhattan,11.44,bueno
479,2012-06-01,108,Upper East Side (CD8),1,manhattan,12.17,aceptable
480,2012-06-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,10.89,bueno
481,2012-06-01,110,Central Harlem (CD10),1,manhattan,10.8,bueno
482,2012-06-01,111,East Harlem (CD11),1,manhattan,10.99,bueno
483,2012-06-01,112,Washington Heights and Inwood (CD12),1,manhattan,10.61,bueno
484,2012-06-01,201,Mott Haven and Melrose (CD1),4,the_bronx,11.32,bueno
485,2012-06-01,202,Hunts Point and Longwood (CD2),4,the_bronx,11.22,bueno
486,2012-06-01,203,Morrisania and Crotona (CD3),4,the_bronx,10.7,bueno
487,2012-06-01,204,Highbridge and Concourse (CD4),4,the_bronx,11.14,bueno
488,2012-06-01,205,Fordham and University Heights (CD5),4,the_bronx,11.2,bueno
489,2012-06-01,206,Belmont and East Tremont (CD6),4,the_bronx,10.77,bueno
490,2012-06-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,10.62,bueno
491,2012-06-01,208,Riverdale and Fieldston (CD8),4,the_bronx,10.14,bueno
492,2012-06-01,209,Parkchester and Soundview (CD9),4,the_bronx,10.42,bueno
493,2012-06-01,210,Throgs Neck and Co-op City (CD10),4,the_bronx,10.27,bueno
494,2012-06-01,211,Morris Park and Bronxdale (CD11),4,the_bronx,10.17,bueno
495,2012-06-01,212,Williamsbridge and Baychester (CD12),4,the_bronx,10.12,bueno
496,2012-06-01,301,Greenpoint and Williamsburg (CD1),2,brooklyn,11.78,bueno
497,2012-06-01,302,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,11.12,bueno
498,2012-06-01,303,Bedford Stuyvesant (CD3),2,brooklyn,10.47,bueno
499,2012-06-01,304,Bushwick (CD4),2,brooklyn,10.49,bueno
500,2012-06-01,305,East New York and Starrett City (CD5),2,brooklyn,10.38,bueno
501,2012-06-01,306,Park Slope and Carroll Gardens (CD6),2,brooklyn,11.1,bueno
502,2012-06-01,307,Sunset Park (CD7),2,brooklyn,10.93,bueno
503,2012-06-01,308,Crown Heights and Prospect Heights (CD8),2,brooklyn,10.4,bueno
504,2012-06-01,309,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,10.28,bueno
505,2012-06-01,310,Bay Ridge and Dyker Heights (CD10),2,brooklyn,10.19,bueno
506,2012-06-01,311,Bensonhurst (CD11),2,brooklyn,9.99,bueno
507,2012-06-01,312,Borough Park (CD12),2,brooklyn,10.2,bueno
508,2012-06-01,313,Coney Island (CD13),2,brooklyn,9.86,bueno
509,2012-06-01,314,Flatbush and Midwood (CD14),2,brooklyn,10.22,bueno
510,2012-06-01,315,Sheepshead Bay (CD15),2,brooklyn,9.9,bueno
511,2012-06-01,316,Brownsville (CD16),2,brooklyn,10.51,bueno
512,2012-06-01,317,East Flatbush (CD17),2,brooklyn,10.39,bueno
513,2012-06-01,318,Flatlands and Canarsie (CD18),2,brooklyn,9.93,bueno
514,2012-06-01,401,Long Island City and Astoria (CD1),3,queens,10.46,bueno
515,2012-06-01,402,Woodside and Sunnyside (CD2),3,queens,11.7,bueno
516,2012-06-01,403,Jackson Heights (CD3),3,queens,10.04,bueno
517,2012-06-01,404,Elmhurst and Corona (CD4),3,queens,10.47,bueno
518,2012-06-01,405,Ridgewood and Maspeth (CD5),3,queens,10.48,bueno
519,2012-06-01,406,Rego Park and Forest Hills (CD6),3,queens,10.33,bueno
520,2012-06-01,407,Flushing and Whitestone (CD7),3,queens,10.11,bueno
521,2012-06-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,9.93,bueno
522,2012-06-01,409,Kew Gardens and Woodhaven (CD9),3,queens,10.08,bueno
523,2012-06-01,410,South Ozone Park and Howard Beach (CD10),3,queens,9.72,bueno
524,2012-06-01,411,Bayside and Little Neck (CD11),3,queens,9.81,bueno
525,2012-06-01,412,Jamaica and Hollis (CD12),3,queens,9.98,bueno
526,2012-06-01,413,Queens Village (CD13),3,queens,9.63,bueno
527,2012-06-01,414,Rockaway and Broad Channel (CD14),3,queens,9.41,bueno
528,2012-06-01,501,St. George and Stapleton (CD1),5,staten_island,9.98,bueno
529,2012-06-01,502,South Beach and Willowbrook (CD2),5,staten_island,9.97,bueno
530,2012-06-01,503,Tottenville and Great Kills (CD3),5,staten_island,9.8,bueno
531,2013-06-01,101,Financial District (CD1),1,manhattan,12.22,aceptable
532,2013-06-01,102,Greenwich Village and Soho (CD2),1,manhattan,12.09,aceptable
533,2013-06-01,103,Lower East Side and Chinatown (CD3),1,manhattan,11.25,bueno
534,2013-06-01,104,Clinton and Chelsea (CD4),1,manhattan,12.48,aceptable
535,2013-06-01,105,Midtown (CD5),1,manhattan,15.03,aceptable
536,2013-06-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,13.31,aceptable
537,2013-06-01,107,Upper West Side (CD7),1,manhattan,11.38,bueno
538,2013-06-01,108,Upper East Side (CD8),1,manhattan,12.21,aceptable
539,2013-06-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,10.78,bueno
540,2013-06-01,110,Central Harlem (CD10),1,manhattan,10.71,bueno
541,2013-06-01,111,East Harlem (CD11),1,manhattan,10.9,bueno
542,2013-06-01,112,Washington Heights and Inwood (CD12),1,manhattan,10.49,bueno
543,2013-06-01,201,Mott Haven and Melrose (CD1),4,the_bronx,11.21,bueno
544,2013-06-01,202,Hunts Point and Longwood (CD2),4,the_bronx,11.13,bueno
545,2013-06-01,203,Morrisania and Crotona (CD3),4,the_bronx,10.62,bueno
546,2013-06-01,204,Highbridge and Concourse (CD4),4,the_bronx,11.06,bueno
547,2013-06-01,205,Fordham and University Heights (CD5),4,the_bronx,11.13,bueno
548,2013-06-01,206,Belmont and East Tremont (CD6),4,the_bronx,10.7,bueno
549,2013-06-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,10.56,bueno
550,2013-06-01,208,Riverdale and Fieldston (CD8),4,the_bronx,10.01,bueno
551,2013-06-01,209,Parkchester and Soundview (CD9),4,the_bronx,10.37,bueno
552,2013-06-01,210,Throgs Neck and Co-op City (CD10),4,the_bronx,10.25,bueno
553,2013-06-01,211,Morris Park and Bronxdale (CD11),4,the_bronx,10.12,bueno
554,2013-06-01,212,Williamsbridge and Baychester (CD12),4,the_bronx,10.06,bueno
555,2013-06-01,301,Greenpoint and Williamsburg (CD1),2,brooklyn,11.64,bueno
556,2013-06-01,302,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,10.98,bueno
557,2013-06-01,303,Bedford Stuyvesant (CD3),2,brooklyn,10.37,bueno
558,2013-06-01,304,Bushwick (CD4),2,brooklyn,10.42,bueno
559,2013-06-01,305,East New York and Starrett City (CD5),2,brooklyn,10.33,bueno
560,2013-06-01,306,Park Slope and Carroll Gardens (CD6),2,brooklyn,10.89,bueno
561,2013-06-01,307,Sunset Park (CD7),2,brooklyn,10.7,bueno
562,2013-06-01,308,Crown Heights and Prospect Heights (CD8),2,brooklyn,10.31,bueno
563,2013-06-01,309,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,10.18,bueno
564,2013-06-01,310,Bay Ridge and Dyker Heights (CD10),2,brooklyn,9.91,bueno
565,2013-06-01,311,Bensonhurst (CD11),2,brooklyn,9.77,bueno
566,2013-06-01,312,Borough Park (CD12),2,brooklyn,10.02,bueno
567,2013-06-01,313,Coney Island (CD13),2,brooklyn,9.63,bueno
568,2013-06-01,314,Flatbush and Midwood (CD14),2,brooklyn,10.09,bueno
569,2013-06-01,315,Sheepshead Bay (CD15),2,brooklyn,9.75,bueno
570,2013-06-01,316,Brownsville (CD16),2,brooklyn,10.44,bueno
571,2013-06-01,317,East Flatbush (CD17),2,brooklyn,10.28,bueno
572,2013-06-01,318,Flatlands and Canarsie (CD18),2,brooklyn,9.82,bueno
573,2013-06-01,401,Long Island City and Astoria (CD1),3,queens,10.35,bueno
574,2013-06-01,402,Woodside and Sunnyside (CD2),3,queens,11.59,bueno
575,2013-06-01,403,Jackson Heights (CD3),3,queens,10.0,bueno
576,2013-06-01,404,Elmhurst and Corona (CD4),3,queens,10.46,bueno
577,2013-06-01,405,Ridgewood and Maspeth (CD5),3,queens,10.41,bueno
578,2013-06-01,406,Rego Park and Forest Hills (CD6),3,queens,10.35,bueno
579,2013-06-01,407,Flushing and Whitestone (CD7),3,queens,10.13,bueno
580,2013-06-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,9.99,bueno
581,2013-06-01,409,Kew Gardens and Woodhaven (CD9),3,queens,10.09,bueno
582,2013-06-01,410,South Ozone Park and Howard Beach (CD10),3,queens,9.73,bueno
583,2013-06-01,411,Bayside and Little Neck (CD11),3,queens,9.91,bueno
584,2013-06-01,412,Jamaica and Hollis (CD12),3,queens,10.07,bueno
585,2013-06-01,413,Queens Village (CD13),3,queens,9.77,bueno
586,2013-06-01,414,Rockaway and Broad Channel (CD14),3,queens,9.44,bueno
587,2013-06-01,501,St. George and Stapleton (CD1),5,staten_island,9.47,bueno
588,2013-06-01,502,South Beach and Willowbrook (CD2),5,staten_island,9.41,bueno
589,2013-06-01,503,Tottenville and Great Kills (CD3),5,staten_island,9.13,bueno
590,2008-12-01,101,Financial District (CD1),1,manhattan,13.05,aceptable
591,2008-12-01,102,Greenwich Village and Soho (CD2),1,manhattan,12.82,aceptable
592,2008-12-01,103,Lower East Side and Chinatown (CD3),1,manhattan,11.85,bueno
593,2008-12-01,104,Clinton and Chelsea (CD4),1,manhattan,13.22,aceptable
594,2008-12-01,105,Midtown (CD5),1,manhattan,16.09,aceptable
595,2008-12-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,14.08,aceptable
596,2008-12-01,107,Upper West Side (CD7),1,manhattan,12.16,aceptable
597,2008-12-01,108,Upper East Side (CD8),1,manhattan,12.91,aceptable
598,2008-12-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,11.69,bueno
599,2008-12-01,110,Central Harlem (CD10),1,manhattan,11.55,bueno
600,2008-12-01,111,East Harlem (CD11),1,manhattan,11.54,bueno
601,2008-12-01,112,Washington Heights and Inwood (CD12),1,manhattan,11.55,bueno
602,2008-12-01,201,Mott Haven and Melrose (CD1),4,the_bronx,11.86,bueno
603,2008-12-01,202,Hunts Point and Longwood (CD2),4,the_bronx,11.64,bueno
604,2008-12-01,203,Morrisania and Crotona (CD3),4,the_bronx,11.37,bueno
605,2008-12-01,204,Highbridge and Concourse (CD4),4,the_bronx,11.96,bueno
606,2008-12-01,205,Fordham and University Heights (CD5),4,the_bronx,12.1,aceptable
607,2008-12-01,206,Belmont and East Tremont (CD6),4,the_bronx,11.46,bueno
608,2008-12-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,11.47,bueno
609,2008-12-01,208,Riverdale and Fieldston (CD8),4,the_bronx,11.02,bueno
610,2008-12-01,209,Parkchester and Soundview (CD9),4,the_bronx,10.82,bueno
611,2008-12-01,210,Throgs Neck and Co-op City (CD10),4,the_bronx,10.47,bueno
612,2008-12-01,211,Morris Park and Bronxdale (CD11),4,the_bronx,10.63,bueno
613,2008-12-01,212,Williamsbridge and Baychester (CD12),4,the_bronx,10.64,bueno
614,2008-12-01,301,Greenpoint and Williamsburg (CD1),2,brooklyn,12.03,aceptable
615,2008-12-01,302,Fort Greene and Brooklyn Heights (CD2),2,brooklyn,11.55,bueno
616,2008-12-01,303,Bedford Stuyvesant (CD3),2,brooklyn,10.84,bueno
617,2008-12-01,304,Bushwick (CD4),2,brooklyn,10.81,bueno
618,2008-12-01,305,East New York and Starrett City (CD5),2,brooklyn,10.54,bueno
619,2008-12-01,306,Park Slope and Carroll Gardens (CD6),2,brooklyn,11.43,bueno
620,2008-12-01,307,Sunset Park (CD7),2,brooklyn,11.13,bueno
621,2008-12-01,308,Crown Heights and Prospect Heights (CD8),2,brooklyn,10.79,bueno
622,2008-12-01,309,South Crown Heights and Lefferts Gardens (CD9),2,brooklyn,10.63,bueno
623,2008-12-01,310,Bay Ridge and Dyker Heights (CD10),2,brooklyn,10.18,bueno
624,2008-12-01,311,Bensonhurst (CD11),2,brooklyn,9.84,bueno
625,2008-12-01,312,Borough Park (CD12),2,brooklyn,10.3,bueno
626,2008-12-01,313,Coney Island (CD13),2,brooklyn,9.43,bueno
627,2008-12-01,314,Flatbush and Midwood (CD14),2,brooklyn,10.34,bueno
628,2008-12-01,315,Sheepshead Bay (CD15),2,brooklyn,9.59,bueno
629,2008-12-01,316,Brownsville (CD16),2,brooklyn,10.78,bueno
630,2008-12-01,317,East Flatbush (CD17),2,brooklyn,10.57,bueno
631,2008-12-01,318,Flatlands and Canarsie (CD18),2,brooklyn,9.81,bueno
632,2008-12-01,401,Long Island City and Astoria (CD1),3,queens,10.69,bueno
633,2008-12-01,402,Woodside and Sunnyside (CD2),3,queens,11.89,bueno
634,2008-12-01,403,Jackson Heights (CD3),3,queens,10.26,bueno
635,2008-12-01,404,Elmhurst and Corona (CD4),3,queens,10.73,bueno
636,2008-12-01,405,Ridgewood and Maspeth (CD5),3,queens,10.7,bueno
637,2008-12-01,406,Rego Park and Forest Hills (CD6),3,queens,10.6,bueno
638,2008-12-01,407,Flushing and Whitestone (CD7),3,queens,10.21,bueno
639,2008-12-01,408,Hillcrest and Fresh Meadows (CD8),3,queens,10.0,bueno
640,2008-12-01,409,Kew Gardens and Woodhaven (CD9),3,queens,10.25,bueno
641,2008-12-01,410,South Ozone Park and Howard Beach (CD10),3,queens,9.76,bueno
642,2008-12-01,411,Bayside and Little Neck (CD11),3,queens,9.72,bueno
643,2008-12-01,412,Jamaica and Hollis (CD12),3,queens,9.92,bueno
644,2008-12-01,413,Queens Village (CD13),3,queens,9.37,bueno
645,2008-12-01,414,Rockaway and Broad Channel (CD14),3,queens,8.75,bueno
646,2008-12-01,501,St. George and Stapleton (CD1),5,staten_island,9.99,bueno
647,2008-12-01,502,South Beach and Willowbrook (CD2),5,staten_island,9.85,bueno
648,2008-12-01,503,Tottenville and Great Kills (CD3),5,staten_island,9.67,bueno
649,2009-12-01,101,Financial District (CD1),1,manhattan,12.14,aceptable
650,2009-12-01,102,Greenwich Village and Soho (CD2),1,manhattan,11.63,bueno
651,2009-12-01,103,Lower East Side and Chinatown (CD3),1,manhattan,10.62,bueno
652,2009-12-01,104,Clinton and Chelsea (CD4),1,manhattan,11.95,bueno
653,2009-12-01,105,Midtown (CD5),1,manhattan,15.51,aceptable
654,2009-12-01,106,Stuyvesant Town and Turtle Bay (CD6),1,manhattan,13.12,aceptable
655,2009-12-01,107,Upper West Side (CD7),1,manhattan,10.98,bueno
656,2009-12-01,108,Upper East Side (CD8),1,manhattan,11.87,bueno
657,2009-12-01,109,Morningside Heights and Hamilton Heights (CD9),1,manhattan,10.69,bueno
658,2009-12-01,110,Central Harlem (CD10),1,manhattan,10.59,bueno
659,2009-12-01,111,East Harlem (CD11),1,manhattan,10.41,bueno
660,2009-12-01,112,Washington Heights and Inwood (CD12),1,manhattan,10.74,bueno
661,2009-12-01,201,Mott Haven and Melrose (CD1),4,the_bronx,10.88,bueno
662,2009-12-01,202,Hunts Point and Longwood (CD2),4,the_bronx,10.71,bueno
663,2009-12-01,203,Morrisania and Crotona (CD3),4,the_bronx,10.57,bueno
664,2009-12-01,204,Highbridge and Concourse (CD4),4,the_bronx,11.19,bueno
665,2009-12-01,205,Fordham and University Heights (CD5),4,the_bronx,11.4,bueno
666,2009-12-01,206,Belmont and East Tremont (CD6),4,the_bronx,10.67,bueno
667,2009-12-01,207,Kingsbridge Heights and Bedford (CD7),4,the_bronx,10.7,bueno
668,2009-12-01,208,Riverdale and Fieldston (CD8),4,the_bronx,10.09,bueno
