license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,month_date,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent,farebox_per_trip,farebox_per_vehicle,trips_per_month_on_road,farebox_per_month_on_road,daily_farebox_per_trip,daily_farebox_per_vehicle,drivers_vehicles_ratio,monthly_farebox_per_vehicle_on_road,monthly_farebox_per_trip_on_road,monthly_trips_per_vehicle_on_road
FHV - Black Car,11332,0,4848,4739,2069,13.1,4.1,12.9,4.1,28.0,0.0,0,2021-09,2021-09,339960,2021-09-28,0,39,79324,2021,0,11332,0.0,0.0,0.0,148449.19999999998,0.0,0.0,0.0,1.0230006330449462,0.0,0.0,31.325005275374547
FHV - Black Car,11816,0,5236,5109,2241,13.6,4.0,13.5,3.9,28.0,0.0,0,2021-10,2021-10,366296,2021-10-28,0,43,82712,2021,0,11816,0.0,0.0,0.0,160697.6,0.0,0.0,0.0,1.0248580935603837,0.0,0.0,31.45382658054414
FHV - Black Car,11915,0,5048,4917,2260,13.8,4.0,13.7,4.0,27.0,0.0,0,2021-11,2021-11,357450,2021-11-28,0,47,83405,2021,0,11915,0.0,0.0,0.0,164427.0,0.0,0.0,0.0,1.0266422615415904,0.0,0.0,33.4405125076266
FHV - Black Car,15518,0,7495,7420,2924,12.2,4.0,12.2,4.0,27.0,0.0,0,2021-12,2021-12,481058,2021-12-28,0,52,108626,2021,0,15518,0.0,0.0,0.0,189319.59999999998,0.0,0.0,0.0,1.0101078167115902,0.0,0.0,25.514770889487867
FHV - Black Car,13440,0,7171,7136,2625,11.4,3.9,11.5,3.9,24.0,0.0,0,2022-01,2022-01,416640,2022-01-28,0,04,94080,2022,0,13440,0.0,0.0,0.0,153216.0,0.0,0.0,0.0,1.0049047085201794,0.0,0.0,21.47085201793722
FHV - Black Car,17521,0,7336,7265,3208,12.4,4.1,12.4,4.1,26.0,0.0,0,2022-02,2022-02,490588,2022-02-28,0,09,122647,2022,0,17521,0.0,0.0,0.0,217260.4,0.0,0.0,0.0,1.0097728836889195,0.0,0.0,29.905079146593256
FHV - Black Car,17453,0,7008,6909,3191,14.3,4.1,14.3,4.1,27.0,0.0,0,2022-03,2022-03,541043,2022-03-28,0,13,122171,2022,0,17453,0.0,0.0,0.0,249577.90000000002,0.0,0.0,0.0,1.014329135909683,0.0,0.0,36.123592415689686
FHV - Black Car,17243,0,7209,7093,3173,13.4,4.1,13.4,4.1,28.0,0.0,0,2022-04,2022-04,517290,2022-04-28,0,17,120701,2022,0,17243,0.0,0.0,0.0,231056.2,0.0,0.0,0.0,1.0163541519808261,0.0,0.0,32.57524319751868
FHV - Black Car,16299,0,7226,7072,2969,13.0,4.1,13.0,4.1,28.0,0.0,0,2022-05,2022-05,505269,2022-05-28,0,21,114093,2022,0,16299,0.0,0.0,0.0,211887.0,0.0,0.0,0.0,1.0217760180995474,0.0,0.0,29.96139705882353
FHV - Black Car,16972,0,7208,6996,3136,13.5,4.1,13.3,4.0,28.0,0.0,0,2022-06,2022-06,509160,2022-06-28,0,26,118804,2022,0,16972,0.0,0.0,0.0,229122.0,0.0,0.0,0.0,1.0303030303030303,0.0,0.0,32.75042881646655
FHV - Black Car,15364,0,7449,7181,2916,12.6,4.0,12.4,4.0,25.0,0.0,0,2022-07,2022-07,476284,2022-07-28,0,30,107548,2022,0,15364,0.0,0.0,0.0,193586.4,0.0,0.0,0.0,1.0373207074223645,0.0,0.0,26.95813953488372
FHV - Black Car,12590,0,6268,6223,2551,12.7,3.8,12.8,3.8,27.0,0.0,0,2022-08,2022-08,390290,2022-08-28,0,34,88130,2022,0,12590,0.0,0.0,0.0,159893.0,0.0,0.0,0.0,1.0072312389522737,0.0,0.0,25.693877551020407
FHV - Black Car,17259,0,7184,6949,3060,13.2,4.3,13.1,4.2,29.0,0.0,0,2022-09,2022-09,517770,2022-09-28,0,39,120813,2022,0,17259,0.0,0.0,0.0,227818.8,0.0,0.0,0.0,1.0338178155130235,0.0,0.0,32.78440063318463
FHV - Black Car,17143,0,7360,7027,3105,13.7,4.3,13.4,4.2,30.0,0.0,0,2022-10,2022-10,531433,2022-10-28,0,43,120001,2022,0,17143,0.0,0.0,0.0,234859.09999999998,0.0,0.0,0.0,1.0473886438024762,0.0,0.0,33.42238508609648
FHV - Black Car,16695,0,7175,7146,3119,13.1,4.2,13.1,4.2,30.0,0.0,0,2022-11,2022-11,500850,2022-11-28,0,48,116865,2022,0,16695,0.0,0.0,0.0,218704.5,0.0,0.0,0.0,1.0040582143856702,0.0,0.0,30.6051637279597
FHV - Black Car,19063,0,7852,7550,3178,13.0,4.5,12.8,4.4,28.0,0.0,0,2022-12,2022-12,590953,2022-12-28,0,52,133441,2022,0,19063,0.0,0.0,0.0,247819.0,0.0,0.0,0.0,1.04,0.0,0.0,32.82370860927152
FHV - Black Car,15978,0,7197,6809,2877,13.1,4.3,12.8,4.2,25.0,0.0,0,2023-01,2023-01,495318,2023-01-28,0,04,111846,2023,0,15978,0.0,0.0,0.0,209311.8,0.0,0.0,0.0,1.0569834043178146,0.0,0.0,30.74046115435453
FHV - High Volume,60357,0,13153,12544,7265,18.0,5.4,17.6,5.3,0.0,0.0,0,2015-01,2015-01,1871067,2015-01-28,0,04,422499,2015,0,60357,0.0,0.0,0.0,1086426.0,0.0,0.0,0.0,1.0485491071428572,0.0,0.0,86.60921556122449
FHV - High Volume,77796,0,14180,13531,8402,17.4,5.8,17.1,5.8,0.0,0.0,0,2015-02,2015-02,2178288,2015-02-28,0,08,544572,2015,0,77796,0.0,0.0,0.0,1353650.4,0.0,0.0,0.0,1.047963934668539,0.0,0.0,100.04067696400857
FHV - High Volume,72889,0,14995,14290,8579,18.6,5.5,18.2,5.5,0.0,0.0,0,2015-03,2015-03,2259559,2015-03-28,0,12,510223,2015,0,72889,0.0,0.0,0.0,1355735.4000000001,0.0,0.0,0.0,1.0493351994401678,0.0,0.0,94.87301609517147
FHV - High Volume,82498,0,16473,16006,9711,18.2,5.6,17.8,5.5,0.0,0.0,0,2015-04,2015-04,2474940,2015-04-28,0,17,577486,2015,0,82498,0.0,0.0,0.0,1501463.5999999999,0.0,0.0,0.0,1.0291765587904536,0.0,0.0,93.8062976383856
FHV - High Volume,94103,0,19076,14122,8120,17.8,5.4,18.0,5.6,0.0,0.0,0,2015-05,2015-05,2917193,2015-05-28,0,21,658721,2015,0,94103,0.0,0.0,0.0,1675033.4000000001,0.0,0.0,0.0,1.3508001699475995,0.0,0.0,118.61162724826512
FHV - High Volume,102793,0,20452,19840,12089,18.3,5.6,17.9,5.5,0.0,0.0,0,2015-06,2015-06,3083790,2015-06-28,0,25,719551,2015,0,102793,0.0,0.0,0.0,1881111.9000000001,0.0,0.0,0.0,1.0308467741935483,0.0,0.0,94.81410786290323
FHV - High Volume,112207,0,22070,22646,13358,18.3,5.5,17.5,5.4,0.0,0.0,0,2015-07,2015-07,3478417,2015-07-28,0,30,785449,2015,0,112207,0.0,0.0,0.0,2053388.1,0.0,0.0,0.0,0.9745650445994878,0.0,0.0,90.67332420736554
FHV - High Volume,123807,0,25085,24452,14485,18.4,5.6,18.0,5.5,0.0,0.0,0,2015-08,2015-08,3838017,2015-08-28,0,34,866649,2015,0,123807,0.0,0.0,0.0,2278048.8,0.0,0.0,0.0,1.0258874529690822,0.0,0.0,93.1641092753149
FHV - High Volume,144300,0,26914,26050,15814,18.2,5.8,17.8,5.7,0.0,0.0,0,2015-09,2015-09,4329000,2015-09-28,0,39,1010100,2015,0,144300,0.0,0.0,0.0,2626260.0,0.0,0.0,0.0,1.0331669865642994,0.0,0.0,100.81612284069098
FHV - High Volume,163168,0,29151,28002,17701,19.6,5.8,19.1,5.7,0.0,0.0,0,2015-10,2015-10,5058208,2015-10-28,0,43,1142176,2015,0,163168,0.0,0.0,0.0,3198092.8000000003,0.0,0.0,0.0,1.0410327833726163,0.0,0.0,114.20944218270125
FHV - High Volume,163178,0,30119,28845,18141,18.9,5.7,18.4,5.6,0.0,0.0,0,2015-11,2015-11,4895340,2015-11-28,0,47,1142246,2015,0,163178,0.0,0.0,0.0,3084064.1999999997,0.0,0.0,0.0,1.044167100017334,0.0,0.0,106.9185023400936
FHV - High Volume,168786,0,31249,30010,18733,19.4,5.6,19.0,5.6,0.0,0.0,0,2015-12,2015-12,5232366,2015-12-28,0,52,1181502,2015,0,168786,0.0,0.0,0.0,3274448.4,0.0,0.0,0.0,1.041286237920693,0.0,0.0,109.11190936354548
FHV - High Volume,166805,0,32497,32056,19007,18.5,5.5,18.2,5.5,0.0,0.0,0,2016-01,2016-01,5170955,2016-01-28,0,04,1167635,2016,0,166805,0.0,0.0,0.0,3085892.5,0.0,0.0,0.0,1.0137571749438483,0.0,0.0,96.26567569253805
FHV - High Volume,201940,0,32348,31921,19596,17.9,5.9,17.7,5.9,0.0,0.0,0,2016-02,2016-02,5856260,2016-02-28,0,08,1413580,2016,0,201940,0.0,0.0,0.0,3614725.9999999995,0.0,0.0,0.0,1.0133767739105917,0.0,0.0,113.23974812819147
FHV - High Volume,195837,0,31716,32016,19685,19.2,5.8,19.0,5.7,0.0,0.0,0,2016-03,2016-03,6070947,2016-03-28,0,13,1370859,2016,0,195837,0.0,0.0,0.0,3760070.4,0.0,0.0,0.0,0.9906296851574213,0.0,0.0,117.44347826086957
FHV - High Volume,217147,0,34250,33518,20967,18.9,6.1,18.5,6.0,0.0,0.0,0,2016-04,2016-04,6514410,2016-04-28,0,17,1520029,2016,0,217147,0.0,0.0,0.0,4104078.3,0.0,0.0,0.0,1.0218390118742169,0.0,0.0,122.44400918909243
FHV - High Volume,226667,0,36443,35611,21717,19.0,6.1,18.7,6.0,0.0,0.0,0,2016-05,2016-05,7026677,2016-05-28,0,21,1586669,2016,0,226667,0.0,0.0,0.0,4306673.0,0.0,0.0,0.0,1.0233635674370278,0.0,0.0,120.93659262587403
FHV - High Volume,242233,0,38771,37615,23824,19.0,6.0,18.7,5.9,0.0,0.0,0,2016-06,2016-06,7266990,2016-06-28,0,26,1695631,2016,0,242233,0.0,0.0,0.0,4602427.0,0.0,0.0,0.0,1.0307324205768975,0.0,0.0,122.35616110594178
FHV - High Volume,252701,0,40398,38843,23844,19.0,6.0,18.5,5.9,0.0,0.0,0,2016-07,2016-07,7833731,2016-07-28,0,30,1768907,2016,0,252701,0.0,0.0,0.0,4801319.0,0.0,0.0,0.0,1.0400329531704555,0.0,0.0,123.60834642020441
FHV - High Volume,263457,0,45496,43375,25589,18.3,5.9,17.7,5.8,0.0,0.0,0,2016-08,2016-08,8167167,2016-08-28,0,34,1844199,2016,0,263457,0.0,0.0,0.0,4821263.100000001,0.0,0.0,0.0,1.048899135446686,0.0,0.0,111.15303976945246
FHV - High Volume,292548,0,48448,46308,28684,18.6,6.0,18.0,5.8,0.0,0.0,0,2016-09,2016-09,8776440,2016-09-28,0,39,2047836,2016,0,292548,0.0,0.0,0.0,5441392.800000001,0.0,0.0,0.0,1.0462123175261293,0.0,0.0,117.50437937289455
FHV - High Volume,310749,0,49545,47758,30097,19.5,6.0,19.0,5.9,0.0,0.0,0,2016-10,2016-10,9633219,2016-10-28,0,43,2175243,2016,0,310749,0.0,0.0,0.0,6059605.5,0.0,0.0,0.0,1.0374178148163657,0.0,0.0,126.88147535491436
FHV - High Volume,318664,0,50932,49110,30921,18.9,5.9,18.4,5.8,0.0,0.0,0,2016-11,2016-11,9559920,2016-11-28,0,48,2230648,2016,0,318664,0.0,0.0,0.0,6022749.6,0.0,0.0,0.0,1.0371003868865811,0.0,0.0,122.63794746487477
FHV - High Volume,347858,0,53130,50955,32336,19.7,6.1,19.1,6.0,0.0,0.0,0,2016-12,2016-12,10783598,2016-12-28,0,52,2435006,2016,0,347858,0.0,0.0,0.0,6852802.6,0.0,0.0,0.0,1.0426847218133648,0.0,0.0,134.48734373466783
FHV - High Volume,344972,0,54665,52538,32782,19.3,6.0,18.9,5.9,0.0,0.0,0,2017-01,2017-01,10694132,2017-01-28,0,04,2414804,2017,0,344972,0.0,0.0,0.0,6657959.600000001,0.0,0.0,0.0,1.0404849822985267,0.0,0.0,126.72655220982908
FHV - High Volume,375693,0,55552,53577,34850,18.2,6.1,17.8,6.0,0.0,0.0,0,2017-02,2017-02,10519404,2017-02-28,0,09,2629851,2017,0,375693,0.0,0.0,0.0,6837612.6,0.0,0.0,0.0,1.0368628329320417,0.0,0.0,127.6221624951005
FHV - High Volume,402938,0,56768,54836,35619,20.1,6.2,19.7,6.1,0.0,0.0,0,2017-03,2017-03,12491078,2017-03-28,0,13,2820566,2017,0,402938,0.0,0.0,0.0,8099053.800000001,0.0,0.0,0.0,1.035232329126851,0.0,0.0,147.6959260339923
FHV - High Volume,393918,0,58963,57181,36750,19.3,6.0,18.9,6.0,0.0,0.0,0,2017-04,2017-04,11817540,2017-04-28,0,17,2757426,2017,0,393918,0.0,0.0,0.0,7602617.4,0.0,0.0,0.0,1.0311641978979031,0.0,0.0,132.9570556653434
FHV - High Volume,399546,0,61532,59795,38015,19.7,5.9,19.4,5.9,0.0,0.0,0,2017-05,2017-05,12385926,2017-05-28,0,21,2796822,2017,0,399546,0.0,0.0,0.0,7871056.199999999,0.0,0.0,0.0,1.0290492516096663,0.0,0.0,131.6340195668534
FHV - High Volume,420017,0,63721,62331,40408,19.5,5.9,19.2,5.8,21.0,0.0,63620,2017-06,2017-06,12600510,2017-06-28,0,26,2940119,2017,0,483637,0.13,0.0,0.0,8190331.5,0.0,0.0,0.0,1.0223003000112303,0.0,0.0,131.40061125282764
FHV - High Volume,421285,0,65178,63604,40679,19.8,6.0,19.6,5.9,20.0,0.0,68756,2017-07,2017-07,13059835,2017-07-28,0,30,2948995,2017,0,490041,0.14,0.0,0.0,8341443.0,0.0,0.0,0.0,1.0247468712659582,0.0,0.0,131.14651594239356
FHV - High Volume,429691,0,65522,64054,41372,20.0,6.0,19.8,6.0,20.0,0.0,76026,2017-08,2017-08,13320421,2017-08-28,0,35,3007837,2017,0,505717,0.15,0.0,0.0,8593820.0,0.0,0.0,0.0,1.0229181628001374,0.0,0.0,134.1652355824773
FHV - High Volume,468318,0,67408,65690,43120,19.7,6.2,19.4,6.1,20.0,0.0,84200,2017-09,2017-09,14049540,2017-09-28,0,39,3278226,2017,0,552518,0.15,0.0,0.0,9225864.6,0.0,0.0,0.0,1.0261531435530522,0.0,0.0,140.4454955092099
FHV - High Volume,492028,0,69303,67653,45234,20.7,6.1,20.4,6.1,20.0,0.0,92641,2017-10,2017-10,15252868,2017-10-28,0,43,3444196,2017,0,584669,0.16,0.0,0.0,10184979.6,0.0,0.0,0.0,1.0243891623431334,0.0,0.0,150.54734601569774
FHV - High Volume,517191,0,69948,68521,46232,20.2,6.2,20.0,6.1,20.0,0.0,107750,2017-11,2017-11,15515730,2017-11-28,0,48,3620337,2017,0,624941,0.17,0.0,0.0,10447258.2,0.0,0.0,0.0,1.0208257322572643,0.0,0.0,152.46797624086045
FHV - High Volume,553632,0,71671,70194,46799,20.7,6.3,20.5,6.2,20.0,0.0,118649,2017-12,2017-12,17162592,2017-12-28,0,52,3875424,2017,0,672281,0.18,0.0,0.0,11460182.4,0.0,0.0,0.0,1.0210416844744565,0.0,0.0,163.26441576203095
FHV - High Volume,555031,0,72719,71484,46403,20.1,6.2,19.9,6.1,18.0,0.0,126738,2018-01,2018-01,17205961,2018-01-28,0,04,3885217,2018,0,681769,0.19,0.0,0.0,11156123.100000001,0.0,0.0,0.0,1.01727659336355,0.0,0.0,156.0646172570086
FHV - High Volume,603801,0,72893,71731,48772,19.0,6.3,18.9,6.3,19.0,0.0,140622,2018-02,2018-02,16906428,2018-02-28,0,09,4226607,2018,0,744423,0.19,0.0,0.0,11472219.0,0.0,0.0,0.0,1.0161994116909008,0.0,0.0,159.93390584266217
FHV - High Volume,624601,0,74288,72691,49102,20.9,6.4,20.7,6.3,19.0,0.0,157162,2018-03,2018-03,19362631,2018-03-28,0,13,4372207,2018,0,781763,0.2,0.0,0.0,13054160.899999999,0.0,0.0,0.0,1.0219697073915615,0.0,0.0,179.58428003466727
FHV - High Volume,616450,0,75879,74273,49959,20.2,6.3,20.0,6.2,20.0,0.0,160806,2018-04,2018-04,18493500,2018-04-28,0,17,4315150,2018,0,777256,0.21,0.0,0.0,12452290.0,0.0,0.0,0.0,1.0216229316171421,0.0,0.0,167.65567568295342
FHV - High Volume,620950,0,77775,76382,51355,20.8,6.3,20.7,6.2,20.0,0.0,148036,2018-05,2018-05,19249450,2018-05-28,0,22,4346650,2018,0,768986,0.19,0.0,0.0,12915760.0,0.0,0.0,0.0,1.0182372810347988,0.0,0.0,169.09428923044698
FHV - High Volume,626423,0,78862,77460,51728,20.0,6.3,19.9,6.2,20.0,0.0,143298,2018-06,2018-06,18792690,2018-06-28,0,26,4384961,2018,0,769721,0.19,0.0,0.0,12528460.0,0.0,0.0,0.0,1.0180996643428866,0.0,0.0,161.7410276271624
FHV - High Volume,630977,0,79945,78100,51565,20.5,6.3,20.3,6.2,20.0,0.0,163171,2018-07,2018-07,19560287,2018-07-28,0,30,4416839,2018,0,794148,0.21,0.0,0.0,12935028.5,0.0,0.0,0.0,1.0236235595390526,0.0,0.0,165.62136363636364
FHV - High Volume,642341,0,80363,78545,51804,20.4,6.4,20.3,6.3,20.0,0.0,168299,2018-08,2018-08,19912571,2018-08-28,0,35,4496387,2018,0,810640,0.21,0.0,0.0,13103756.399999999,0.0,0.0,0.0,1.0231459672799033,0.0,0.0,166.83119740276274
FHV - High Volume,658952,0,82782,80536,53842,20.1,6.4,19.8,6.3,20.0,0.0,148283,2018-09,2018-09,19768560,2018-09-28,0,39,4612664,2018,0,807235,0.18,0.0,0.0,13244935.200000001,0.0,0.0,0.0,1.0278881493990266,0.0,0.0,164.4598092778385
FHV - High Volume,680433,0,84660,82247,56538,21.3,6.3,21.0,6.2,21.0,0.0,176348,2018-10,2018-10,21093423,2018-10-28,0,43,4763031,2018,0,856781,0.21,0.0,0.0,14493222.9,0.0,0.0,0.0,1.0293384561139007,0.0,0.0,176.2158242853843
FHV - High Volume,691379,0,85496,83271,56908,20.5,6.3,20.3,6.2,20.0,0.0,160672,2018-11,2018-11,20741370,2018-11-28,0,48,4839653,2018,0,852051,0.19,0.0,0.0,14173269.5,0.0,0.0,0.0,1.0267199865499395,0.0,0.0,170.2065484982767
FHV - High Volume,701180,0,86788,85146,56844,20.7,6.3,20.6,6.2,20.0,0.0,164666,2018-12,2018-12,21736580,2018-12-28,0,52,4908260,2018,0,865846,0.19,0.0,0.0,14514426.0,0.0,0.0,0.0,1.0192845230545182,0.0,0.0,170.46515397082658
FHV - High Volume,683692,0,86715,84698,56530,20.7,6.2,20.5,6.1,18.0,0.0,157678,2019-01,2019-01,21194452,2019-01-28,0,04,4785844,2019,0,841370,0.19,0.0,0.0,14152424.4,0.0,0.0,0.0,1.023814021582564,0.0,0.0,167.0927814116036
FHV - High Volume,719853,0,86296,85403,58980,19.5,6.3,19.4,6.2,18.0,0.0,171912,2019-02,2019-02,20155884,2019-02-28,0,08,5038971,2019,0,891765,0.19,0.0,0.0,14037133.5,0.0,0.0,0.0,1.0104563071554864,0.0,0.0,164.36347083826095
FHV - High Volume,769729,0,87695,86540,59893,21.6,6.4,21.5,6.4,19.0,0.0,157704,2019-03,2019-03,23861599,2019-03-28,0,12,5388103,2019,0,927433,0.17,0.0,0.0,16626146.4,0.0,0.0,0.0,1.0133464293968106,0.0,0.0,192.12094291657039
FHV - High Volume,724388,0,87779,86463,59121,20.6,6.3,20.5,6.2,19.0,0.0,141734,2019-04,2019-04,21731640,2019-04-28,0,16,5070716,2019,0,866122,0.16,0.0,0.0,14922392.8,0.0,0.0,0.0,1.015220383285336,0.0,0.0,172.58703491666958
FHV - High Volume,720263,0,87719,86391,59902,21.6,6.2,21.5,6.2,19.0,0.0,124106,2019-05,2019-05,22328153,2019-05-28,0,21,5041841,2019,0,844369,0.15,0.0,0.0,15557680.8,0.0,0.0,0.0,1.0153719716174139,0.0,0.0,180.08450880300032
FHV - High Volume,700036,0,87131,85712,58847,20.7,6.3,20.6,5.8,19.0,0.0,101645,2019-06,2019-06,21001080,2019-06-28,0,25,4900252,2019,0,801681,0.13,0.0,0.0,14490745.2,0.0,0.0,0.0,1.0165554414784395,0.0,0.0,169.06320235206272
FHV - High Volume,654230,0,85896,84609,57048,21.0,6.2,20.9,6.1,18.0,0.0,104074,2019-07,2019-07,20281130,2019-07-28,0,29,4579610,2019,0,758304,0.14,0.0,0.0,13738830.0,0.0,0.0,0.0,1.0152111477502392,0.0,0.0,162.3802432365351
FHV - High Volume,648961,0,83709,82693,55289,20.8,6.3,20.8,6.2,18.0,0.0,104983,2019-08,2019-08,20117791,2019-08-28,0,34,4542727,2019,0,753944,0.14,0.0,0.0,13498388.8,0.0,0.0,0.0,1.01228640876495,0.0,0.0,163.23496305612326
FHV - High Volume,668520,0,84306,82206,56795,20.7,6.4,20.5,6.2,19.0,0.0,107780,2019-09,2019-09,20055600,2019-09-28,0,38,4679640,2019,0,776300,0.14,0.0,0.0,13838364.0,0.0,0.0,0.0,1.0255455806145537,0.0,0.0,168.3376395883512
FHV - High Volume,682635,0,83865,82051,57764,21.8,6.4,21.7,6.3,19.0,0.0,107676,2019-10,2019-10,21161685,2019-10-28,0,43,4778445,2019,0,790311,0.14,0.0,0.0,14881443.0,0.0,0.0,0.0,1.0221082009969409,0.0,0.0,181.36821001572193
FHV - High Volume,721170,0,83017,81286,57241,21.1,6.5,21.0,6.4,19.0,0.0,103379,2019-11,2019-11,21635100,2019-11-28,0,47,5048190,2019,0,824549,0.13,0.0,0.0,15216687.000000002,0.0,0.0,0.0,1.0212951799817926,0.0,0.0,187.19935782299538
FHV - High Volume,717497,0,82527,80924,55796,21.4,6.5,21.0,6.4,18.0,0.0,93421,2019-12,2019-12,22242407,2019-12-28,0,51,5022479,2019,0,810918,0.12,0.0,0.0,15354435.799999999,0.0,0.0,0.0,1.0198087094063566,0.0,0.0,189.73896248331766
FHV - High Volume,663433,0,80725,79288,53606,21.0,6.2,20.9,6.1,17.0,0.0,90550,2020-01,2020-01,20566423,2020-01-28,0,04,4644031,2020,0,753983,0.12,0.0,0.0,13932093.0,0.0,0.0,0.0,1.0181238018363434,0.0,0.0,175.71502623347794
FHV - High Volume,749129,0,79282,78090,55139,20.5,6.6,20.5,6.5,17.0,0.0,97117,2020-02,2020-02,21724741,2020-02-28,0,08,5243903,2020,0,846246,0.11,0.0,0.0,15357144.5,0.0,0.0,0.0,1.015264438468434,0.0,0.0,196.65955307977976
FHV - High Volume,432027,0,76604,75506,35735,14.7,6.1,14.6,6.0,16.0,0.0,41051,2020-03,2020-03,13392837,2020-03-28,0,12,3024189,2020,0,473078,0.09,0.0,0.0,6350796.899999999,0.0,0.0,0.0,1.014541890710672,0.0,0.0,84.1098310068074
FHV - High Volume,143762,0,22390,22527,11544,15.4,6.1,15.6,6.1,13.0,0.0,0,2020-04,2020-04,4312860,2020-04-28,0,17,1006334,2020,0,143762,0.0,0.0,0.0,2213934.8000000003,0.0,0.0,0.0,0.9939184090202867,0.0,0.0,98.27916722155636
FHV - High Volume,196447,0,27675,27881,16073,17.9,6.4,18.1,6.4,15.0,0.0,0,2020-05,2020-05,6089857,2020-05-28,0,21,1375129,2020,0,196447,0.0,0.0,0.0,3516401.3,0.0,0.0,0.0,0.9926114558301352,0.0,0.0,126.12177827194147
FHV - High Volume,251696,0,29832,30131,17665,17.6,7.1,17.9,7.0,16.0,0.0,0,2020-06,2020-06,7550880,2020-06-28,0,25,1761872,2020,0,251696,0.0,0.0,0.0,4429849.600000001,0.0,0.0,0.0,0.9900766652285022,0.0,0.0,147.01966745212573
FHV - High Volume,320999,0,38310,38380,21221,17.1,7.2,17.3,7.2,16.0,0.0,0,2020-07,2020-07,9950969,2020-07-28,0,30,2246993,2020,0,320999,0.0,0.0,0.0,5489082.9,0.0,0.0,0.0,0.998176133402814,0.0,0.0,143.01935643564357
FHV - High Volume,357610,0,48984,48680,28731,18.3,6.7,18.4,6.6,17.0,0.0,0,2020-08,2020-08,11085910,2020-08-28,0,34,2503270,2020,0,357610,0.0,0.0,0.0,6544263.0,0.0,0.0,0.0,1.0062448644207067,0.0,0.0,134.4343262119967
FHV - High Volume,403515,0,50614,50419,31556,18.8,6.9,21.2,6.9,17.5,0.0,0,2020-09,2020-09,12105450,2020-09-28,0,39,2824605,2020,0,403515,0.0,0.0,0.0,7586082.0,0.0,0.0,0.0,1.0038675895991591,0.0,0.0,150.46077867470598
FHV - High Volume,427396,0,52379,52290,33969,20.1,6.8,20.3,6.7,17.0,0.0,0,2020-10,2020-10,13249276,2020-10-28,0,43,2991772,2020,0,427396,0.0,0.0,0.0,8590659.600000001,0.0,0.0,0.0,1.0017020462803596,0.0,0.0,164.28876649454966
FHV - High Volume,386122,0,52996,52928,34062,19.3,6.4,19.5,6.4,16.0,0.0,0,2020-11,2020-11,11583660,2020-11-28,0,47,2702854,2020,0,386122,0.0,0.0,0.0,7452154.600000001,0.0,0.0,0.0,1.0012847642079807,0.0,0.0,140.79796327085853
FHV - High Volume,374990,0,51525,51534,32488,19.5,6.5,19.7,6.5,16.0,0.0,0,2020-12,2020-12,11624690,2020-12-28,0,52,2624930,2020,0,374990,0.0,0.0,0.0,7312305.0,0.0,0.0,0.0,0.9998253580160671,0.0,0.0,141.89282803585982
FHV - High Volume,383932,0,47622,47592,28582,18.6,6.9,18.7,6.8,15.0,0.0,0,2021-01,2021-01,11901892,2021-01-28,0,04,2687524,2021,0,383932,0.0,0.0,0.0,7141135.2,0.0,0.0,0.0,1.0006303580433686,0.0,0.0,150.04906707009582
FHV - High Volume,414755,0,47206,47267,28637,17.0,7.1,17.1,7.1,16.0,0.0,0,2021-02,2021-02,11613140,2021-02-28,0,08,2903285,2021,0,414755,0.0,0.0,0.0,7050835.0,0.0,0.0,0.0,0.9987094590306134,0.0,0.0,149.17035140795903
FHV - High Volume,458777,0,52117,51751,31630,18.9,7.1,19.0,7.0,17.0,0.0,0,2021-03,2021-03,14222087,2021-03-28,0,12,3211439,2021,0,458777,0.0,0.0,0.0,8670885.299999999,0.0,0.0,0.0,1.0070723271047903,0.0,0.0,167.550101447315
FHV - High Volume,470299,0,54481,53741,33356,18.6,7.0,18.5,6.9,17.0,0.0,0,2021-04,2021-04,14108970,2021-04-28,0,17,3292093,2021,0,470299,0.0,0.0,0.0,8747561.4,0.0,0.0,0.0,1.0137697474926035,0.0,0.0,162.7725833162762
FHV - High Volume,474753,0,56869,56102,34401,19.0,6.9,18.9,6.9,18.0,0.0,0,2021-05,2021-05,14717343,2021-05-28,0,21,3323271,2021,0,474753,0.0,0.0,0.0,9020307.0,0.0,0.0,0.0,1.0136715268617875,0.0,0.0,160.7840540444191
FHV - High Volume,498641,0,58797,57856,36922,19.1,6.9,19.0,6.9,19.0,0.0,124,2021-06,2021-06,14959230,2021-06-28,0,26,3490487,2021,0,498765,0.0,0.0,0.0,9524043.100000001,0.0,0.0,0.0,1.0162645188053097,0.0,0.0,164.6163422981195
FHV - High Volume,484692,0,59730,58604,36032,19.1,6.8,18.9,6.7,18.0,0.0,635,2021-07,2021-07,15025452,2021-07-28,0,30,3392844,2021,0,485327,0.0,0.0,0.0,9257617.200000001,0.0,0.0,0.0,1.0192137055491093,0.0,0.0,157.96903283052353
