month_date,license_class,unique_vehicles,vehicles_per_day
2019-10-28,FHV - Livery,7920,5503
2019-10-28,FHV - Lux Limo,2530,1256
2019-10-28,Green,2818,1990
2019-10-28,Yellow,11380,10476
2019-11-28,FHV - Black Car,7219,3645
2019-11-28,FHV - High Volume,81286,57241
2019-11-28,FHV - Livery,7293,5086
2019-11-28,FHV - Lux Limo,1776,835
2019-11-28,Green,2781,1904
2019-11-28,Yellow,11431,10441
2019-12-28,FHV - Black Car,7994,3873
2019-12-28,FHV - High Volume,80924,55796
2019-12-28,FHV - Livery,7698,5316
2019-12-28,FHV - Lux Limo,2536,1069
2019-12-28,Green,2731,1834
2019-12-28,Yellow,11478,10260
2020-01-28,FHV - Black Car,8634,4409
2020-01-28,FHV - High Volume,79288,53606
2020-01-28,FHV - Livery,7305,4905
2020-01-28,FHV - Lux Limo,2128,908
2020-01-28,Green,2703,1997
2020-01-28,Yellow,11435,10080
2020-02-28,FHV - Black Car,8403,4238
2020-02-28,FHV - High Volume,78090,55139
2020-02-28,FHV - Livery,6969,4864
2020-02-28,FHV - Lux Limo,2343,1071
2020-02-28,Green,2674,2006
2020-02-28,Yellow,11418,10349
2020-03-28,FHV - Black Car,8342,2917
2020-03-28,FHV - High Volume,75506,35735
2020-03-28,FHV - Livery,7315,3689
2020-03-28,FHV - Lux Limo,2063,531
2020-03-28,Green,2560,1248
2020-03-28,Yellow,11313,6161
2020-04-28,FHV - Black Car,2425,982
2020-04-28,FHV - High Volume,22527,11544
2020-04-28,FHV - Livery,2794,1447
2020-04-28,FHV - Lux Limo,337,75
2020-04-28,Green,669,278
2020-04-28,Yellow,2191,982
2020-05-28,FHV - Black Car,2861,1186
2020-05-28,FHV - High Volume,27881,16073
2020-05-28,FHV - Livery,3838,2329
2020-05-28,FHV - Lux Limo,344,96
2020-05-28,Green,819,405
2020-05-28,Yellow,2609,1298
2020-06-28,FHV - Black Car,3165,1533
2020-06-28,FHV - High Volume,30131,17665
2020-06-28,FHV - Livery,4192,2770
2020-06-28,FHV - Lux Limo,431,141
2020-06-28,Green,850,408
2020-06-28,Yellow,2965,1554
2020-07-28,FHV - Black Car,3128,1446
2020-07-28,FHV - High Volume,38380,21221
2020-07-28,FHV - Livery,4318,2760
2020-07-28,FHV - Lux Limo,567,186
2020-07-28,Green,925,430
2020-07-28,Yellow,3803,1952
2020-08-28,FHV - Black Car,3856,1673
2020-08-28,FHV - High Volume,48680,28731
2020-08-28,FHV - Livery,5291,3263
2020-08-28,FHV - Lux Limo,691,207
2020-08-28,Green,1127,544
2020-08-28,Yellow,4754,2790
2020-09-28,FHV - Black Car,4543,2160
2020-09-28,FHV - High Volume,50419,31556
2020-09-28,FHV - Livery,4974,3204
2020-09-28,FHV - Lux Limo,718,234
2020-09-28,Green,1100,575
2020-09-28,Yellow,4910,3257
2020-10-28,FHV - Black Car,4215,1954
2020-10-28,FHV - High Volume,52290,33969
2020-10-28,FHV - Livery,5272,3306
2020-10-28,FHV - Lux Limo,802,264
2020-10-28,Green,1117,605
2020-10-28,Yellow,5092,3728
2020-11-28,FHV - Black Car,4458,2013
2020-11-28,FHV - High Volume,52928,34062
2020-11-28,FHV - Livery,5230,3327
2020-11-28,FHV - Lux Limo,698,230
2020-11-28,Green,1106,610
2020-11-28,Yellow,5208,3868
2020-12-28,FHV - Black Car,4187,1915
2020-12-28,FHV - High Volume,51534,32488
2020-12-28,FHV - Livery,5372,3281
2020-12-28,FHV - Lux Limo,724,237
2020-12-28,Green,1087,560
2020-12-28,Yellow,5142,3757
2021-01-28,FHV - Black Car,3806,1752
2021-01-28,FHV - High Volume,47592,28582
2021-01-28,FHV - Livery,5030,3086
2021-01-28,FHV - Lux Limo,769,264
2021-01-28,Green,982,491
2021-01-28,Yellow,4625,3256
2021-02-28,FHV - Black Car,3561,1725
2021-02-28,FHV - High Volume,47267,28637
2021-02-28,FHV - Livery,4786,2930
2021-02-28,FHV - Lux Limo,768,274
2021-02-28,Green,881,446
2021-02-28,Yellow,4496,3182
2021-03-28,FHV - Black Car,3995,2049
2021-03-28,FHV - High Volume,51751,31630
2021-03-28,FHV - Livery,5195,3381
2021-03-28,FHV - Lux Limo,791,302
2021-03-28,Green,931,482
2021-03-28,Yellow,4718,3652
2021-04-28,FHV - Black Car,4224,2098
2021-04-28,FHV - High Volume,53741,33356
2021-04-28,FHV - Livery,5010,3222
2021-04-28,FHV - Lux Limo,872,342
2021-04-28,Green,927,515
2021-04-28,Yellow,4924,3889
2021-05-28,FHV - Black Car,4278,2070
2021-05-28,FHV - High Volume,56102,34401
2021-05-28,FHV - Livery,5202,3328
2021-05-28,FHV - Lux Limo,900,339
2021-05-28,Green,951,517
2021-05-28,Yellow,5228,4105
2021-06-28,FHV - Black Car,4643,2281
2021-06-28,FHV - High Volume,57856,36922
2021-06-28,FHV - Livery,5852,3695
2021-06-28,FHV - Lux Limo,1152,437
2021-06-28,Green,976,531
2021-06-28,Yellow,5636,4570
2021-07-28,FHV - Black Car,4182,1800
2021-07-28,FHV - High Volume,58604,36032
2021-07-28,FHV - Livery,4804,3051
2021-07-28,FHV - Lux Limo,1137,362
2021-07-28,Green,950,508
2021-07-28,Yellow,5782,4631
2021-08-28,FHV - Black Car,3704,1614
2021-08-28,FHV - High Volume,58750,35253
2021-08-28,FHV - Livery,4654,2941
2021-08-28,FHV - Lux Limo,955,337
2021-08-28,Green,926,509
2021-08-28,Yellow,5888,4700
2021-09-28,FHV - Black Car,4739,2069
2021-09-28,FHV - High Volume,63416,34903
2021-09-28,FHV - Livery,5343,3301
2021-09-28,FHV - Lux Limo,1291,482
2021-09-28,Green,1171,639
2021-09-28,Yellow,6218,5069
2021-10-28,FHV - Black Car,5109,2241
2021-10-28,FHV - High Volume,66933,44406
2021-10-28,FHV - Livery,5438,3467
2021-10-28,FHV - Lux Limo,1320,522
2021-10-28,Green,1251,736
2021-10-28,Yellow,6600,5555
2021-11-28,FHV - Black Car,4917,2260
2021-11-28,FHV - High Volume,67433,44979
2021-11-28,FHV - Livery,4962,3214
2021-11-28,FHV - Lux Limo,1432,591
2021-11-28,Green,1270,741
2021-11-28,Yellow,6810,5763
2021-12-28,FHV - Black Car,7420,2924
2021-12-28,FHV - High Volume,68257,44289
2021-12-28,FHV - Livery,5211,3404
2021-12-28,FHV - Lux Limo,1425,503
2021-12-28,Green,1232,705
2021-12-28,Yellow,6908,5657
2022-01-28,FHV - Black Car,7136,2625
2022-01-28,FHV - High Volume,66855,41326
2022-01-28,FHV - Livery,5470,3192
2022-01-28,FHV - Lux Limo,1206,407
2022-01-28,Green,1136,523
2022-01-28,Yellow,6653,4989
2022-02-28,FHV - Black Car,7265,3208
2022-02-28,FHV - High Volume,67536,46279
2022-02-28,FHV - Livery,5299,3548
2022-02-28,FHV - Lux Limo,1416,597
2022-02-28,Green,1085,565
2022-02-28,Yellow,6734,5591
2022-03-28,FHV - Black Car,6909,3191
2022-03-28,FHV - High Volume,69702,48364
2022-03-28,FHV - Livery,5186,3495
2022-03-28,FHV - Lux Limo,1445,627
2022-03-28,Green,1104,553
2022-03-28,Yellow,6984,5907
2022-04-28,FHV - Black Car,7093,3173
2022-04-28,FHV - High Volume,70281,48410
2022-04-28,FHV - Livery,4743,3208
2022-04-28,FHV - Lux Limo,1514,623
2022-04-28,Green,1027,545
2022-04-28,Yellow,7053,5975
2022-05-28,FHV - Black Car,7072,2969
2022-05-28,FHV - High Volume,71059,47877
2022-05-28,FHV - Livery,4619,3092
2022-05-28,FHV - Lux Limo,1495,557
2022-05-28,Green,1027,531
2022-05-28,Yellow,7149,5961
2022-06-28,FHV - Black Car,6996,3136
2022-06-28,FHV - High Volume,71552,49341
2022-06-28,FHV - Livery,4467,3013
2022-06-28,FHV - Lux Limo,1382,534
2022-06-28,Green,1002,526
2022-06-28,Yellow,7226,5490
2022-07-28,FHV - Black Car,7181,2916
2022-07-28,FHV - High Volume,71036,46798
2022-07-28,FHV - Livery,4511,2860
2022-07-28,FHV - Lux Limo,1476,502
2022-07-28,Green,939,467
2022-07-28,Yellow,7156,5702
2022-08-28,FHV - Black Car,6223,2551
2022-08-28,FHV - High Volume,70497,46996
2022-08-28,FHV - Livery,4272,2767
2022-08-28,FHV - Lux Limo,1290,486
2022-08-28,Green,925,475
2022-08-28,Yellow,7169,5823
2022-09-28,FHV - Black Car,6949,3060
2022-09-28,FHV - High Volume,72616,49980
2022-09-28,FHV - Livery,4247,2848
2022-09-28,FHV - Lux Limo,1582,590
2022-09-28,Green,928,491
2022-09-28,Yellow,7373,6000
2022-10-28,FHV - Black Car,7027,3105
2022-10-28,FHV - High Volume,73747,51532
2022-10-28,FHV - Livery,4205,2817
2022-10-28,FHV - Lux Limo,1593,624
2022-10-28,Green,929,485
2022-10-28,Yellow,7576,6437
2022-11-28,FHV - Black Car,7146,3119
2022-11-28,FHV - High Volume,74246,51703
2022-11-28,FHV - Livery,3988,2601
2022-11-28,FHV - Lux Limo,1160,464
2022-11-28,Green,910,458
2022-11-28,Yellow,7685,6100
2022-12-28,FHV - Black Car,7550,3178
2022-12-28,FHV - High Volume,74877,52087
2022-12-28,FHV - Livery,3888,2577
2022-12-28,FHV - Lux Limo,1604,521
2022-12-28,Green,942,496
2022-12-28,Yellow,7791,6529
