license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,month_date,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent,farebox_per_trip,farebox_per_vehicle
FHV - Livery,10719,0,2816,2794,1447,15.5,5.1,15.6,5.0,13.0,0.0,0,2020-04,2020-04,321570,2020-04-28,0,17,75033,2020,0,10719,0.0,0.0,0.0
FHV - Livery,17042,0,3874,3838,2329,18.8,4.9,18.9,4.9,14.0,0.0,0,2020-05,2020-05,528302,2020-05-28,0,21,119294,2020,0,17042,0.0,0.0,0.0
FHV - Livery,22723,0,4250,4192,2770,19.8,5.3,19.8,5.3,16.0,0.0,0,2020-06,2020-06,681690,2020-06-28,0,25,159061,2020,0,22723,0.0,0.0,0.0
FHV - Livery,23110,0,4473,4318,2760,19.8,5.5,19.4,5.4,17.0,0.0,0,2020-07,2020-07,716410,2020-07-28,0,30,161770,2020,0,23110,0.0,0.0,0.0
FHV - Livery,25507,0,5405,5291,3263,19.1,5.2,19.0,5.1,17.0,0.0,0,2020-08,2020-08,790717,2020-08-28,0,34,178549,2020,0,25507,0.0,0.0,0.0
FHV - Livery,24339,0,5102,4974,3204,19.3,5.1,19.1,5.0,17.0,0.0,0,2020-09,2020-09,730170,2020-09-28,0,39,170373,2020,0,24339,0.0,0.0,0.0
FHV - Livery,24640,0,5398,5272,3306,19.4,5.1,19.3,5.0,17.0,0.0,0,2020-10,2020-10,763840,2020-10-28,0,43,172480,2020,0,24640,0.0,0.0,0.0
FHV - Livery,24674,0,5319,5230,3327,19.1,5.0,19.1,4.9,16.0,0.0,0,2020-11,2020-11,740220,2020-11-28,0,47,172718,2020,0,24674,0.0,0.0,0.0
FHV - Livery,24385,0,5474,5372,3281,18.9,5.0,18.8,5.0,16.0,0.0,0,2020-12,2020-12,755935,2020-12-28,0,52,170695,2020,0,24385,0.0,0.0,0.0
FHV - Livery,23890,0,5132,5030,3086,19.0,5.1,18.9,5.0,15.0,0.0,0,2021-01,2021-01,740590,2021-01-28,0,04,167230,2021,0,23890,0.0,0.0,0.0
FHV - Livery,24316,0,4872,4786,2930,17.1,5.3,17.1,5.2,17.0,0.0,0,2021-02,2021-02,680848,2021-02-28,0,08,170212,2021,0,24316,0.0,0.0,0.0
FHV - Livery,28654,0,5295,5195,3381,20.2,5.4,20.1,5.3,17.0,0.0,0,2021-03,2021-03,888274,2021-03-28,0,12,200578,2021,0,28654,0.0,0.0,0.0
FHV - Livery,26758,0,5122,5010,3222,19.3,5.3,19.2,5.2,18.0,0.0,0,2021-04,2021-04,802740,2021-04-28,0,17,187306,2021,0,26758,0.0,0.0,0.0
FHV - Livery,27753,0,5296,5202,3328,19.8,5.2,19.8,5.2,18.0,0.0,0,2021-05,2021-05,860343,2021-05-28,0,21,194271,2021,0,27753,0.0,0.0,0.0
FHV - Livery,29280,0,5970,5852,3695,18.9,5.0,18.8,5.0,19.0,0.0,0,2021-06,2021-06,878400,2021-06-28,0,26,204960,2021,0,29280,0.0,0.0,0.0
FHV - Livery,24991,0,4895,4804,3051,19.7,5.2,19.6,5.2,19.0,0.0,0,2021-07,2021-07,774721,2021-07-28,0,30,174937,2021,0,24991,0.0,0.0,0.0
FHV - Livery,24503,0,4756,4654,2941,19.6,5.2,19.5,5.1,19.0,0.0,0,2021-08,2021-08,759593,2021-08-28,0,34,171521,2021,0,24503,0.0,0.0,0.0
FHV - Livery,24869,0,5494,5343,3301,18.5,5.0,18.4,4.9,20.0,0.0,0,2021-09,2021-09,746070,2021-09-28,0,39,174083,2021,0,24869,0.0,0.0,0.0
FHV - Livery,26531,0,5637,5438,3467,19.8,5.0,19.5,5.0,20.0,0.0,0,2021-10,2021-10,822461,2021-10-28,0,43,185717,2021,0,26531,0.0,0.0,0.0
FHV - Livery,24410,0,5121,4962,3214,19.4,5.1,19.2,5.0,18.0,0.0,0,2021-11,2021-11,732300,2021-11-28,0,47,170870,2021,0,24410,0.0,0.0,0.0
FHV - Livery,26708,0,5359,5211,3404,20.3,5.1,20.0,5.1,19.0,0.0,0,2021-12,2021-12,827948,2021-12-28,0,52,186956,2021,0,26708,0.0,0.0,0.0
FHV - Livery,22633,0,5581,5470,3192,18.1,5.0,18.0,4.9,16.0,0.0,0,2022-01,2022-01,701623,2022-01-28,0,04,158431,2022,0,22633,0.0,0.0,0.0
FHV - Livery,26237,0,5453,5299,3548,18.8,5.2,18.6,5.1,18.0,0.0,0,2022-02,2022-02,734636,2022-02-28,0,09,183659,2022,0,26237,0.0,0.0,0.0
FHV - Livery,26269,0,5355,5186,3495,20.9,5.3,20.7,5.2,18.0,0.0,0,2022-03,2022-03,814339,2022-03-28,0,13,183883,2022,0,26269,0.0,0.0,0.0
FHV - Livery,22819,0,4919,4743,3208,20.3,5.2,20.0,5.1,19.0,0.0,0,2022-04,2022-04,684570,2022-04-28,0,17,159733,2022,0,22819,0.0,0.0,0.0
FHV - Livery,22572,0,4800,4619,3092,20.8,5.1,20.4,5.0,20.0,0.0,0,2022-05,2022-05,699732,2022-05-28,0,21,158004,2022,0,22572,0.0,0.0,0.0
FHV - Livery,21637,0,4608,4467,3013,20.2,5.2,20.0,5.1,20.0,0.0,0,2022-06,2022-06,649110,2022-06-28,0,26,151459,2022,0,21637,0.0,0.0,0.0
FHV - Livery,20318,0,4671,4511,2860,19.7,5.1,19.4,5.0,19.0,0.0,0,2022-07,2022-07,629858,2022-07-28,0,30,142226,2022,0,20318,0.0,0.0,0.0
FHV - Livery,18714,0,4428,4272,2767,20.1,5.0,19.7,4.9,20.0,0.0,0,2022-08,2022-08,580134,2022-08-28,0,34,130998,2022,0,18714,0.0,0.0,0.0
FHV - Livery,20048,0,4403,4247,2848,20.1,5.0,19.8,4.9,20.0,0.0,0,2022-09,2022-09,601440,2022-09-28,0,39,140336,2022,0,20048,0.0,0.0,0.0
FHV - Livery,19287,0,4408,4205,2817,20.8,5.0,20.3,4.9,20.0,0.0,0,2022-10,2022-10,597897,2022-10-28,0,43,135009,2022,0,19287,0.0,0.0,0.0
FHV - Livery,17336,0,4164,3988,2601,19.6,4.9,19.2,4.8,20.0,0.0,0,2022-11,2022-11,520080,2022-11-28,0,48,121352,2022,0,17336,0.0,0.0,0.0
FHV - Livery,17750,0,4059,3888,2577,20.6,5.1,20.1,5.0,20.0,0.0,0,2022-12,2022-12,550250,2022-12-28,0,52,124250,2022,0,17750,0.0,0.0,0.0
FHV - Lux Limo,1310,0,886,856,462,16.8,2.8,16.6,2.7,0.0,0.0,0,2015-01,2015-01,40610,2015-01-28,0,04,9170,2015,0,1310,0.0,0.0,0.0
FHV - Lux Limo,1782,0,1037,1034,620,16.8,2.8,17.2,2.7,0.0,0.0,0,2015-02,2015-02,49896,2015-02-28,0,08,12474,2015,0,1782,0.0,0.0,0.0
FHV - Lux Limo,1439,0,957,990,553,17.3,2.6,18.7,2.5,0.0,0.0,0,2015-03,2015-03,44609,2015-03-28,0,12,10073,2015,0,1439,0.0,0.0,0.0
FHV - Lux Limo,2973,0,1977,1990,1059,16.0,2.7,16.1,2.6,0.0,0.0,0,2015-04,2015-04,89190,2015-04-28,0,17,20811,2015,0,2973,0.0,0.0,0.0
FHV - Lux Limo,3580,0,2709,2735,1388,15.7,2.5,16.0,2.4,0.0,0.0,0,2015-05,2015-05,110980,2015-05-28,0,21,25060,2015,0,3580,0.0,0.0,0.0
FHV - Lux Limo,3655,0,2461,2501,1368,16.4,2.6,16.6,2.5,0.0,0.0,0,2015-06,2015-06,109650,2015-06-28,0,25,25585,2015,0,3655,0.0,0.0,0.0
FHV - Lux Limo,3136,0,2381,2354,1146,15.1,2.4,15.5,2.5,0.0,0.0,0,2015-07,2015-07,97216,2015-07-28,0,30,21952,2015,0,3136,0.0,0.0,0.0
FHV - Lux Limo,3476,0,2389,2462,1188,15.0,2.5,14.5,2.3,0.0,0.0,0,2015-08,2015-08,107756,2015-08-28,0,34,24332,2015,0,3476,0.0,0.0,0.0
FHV - Lux Limo,4069,0,3127,3069,1550,15.2,2.6,14.7,2.5,0.0,0.0,0,2015-09,2015-09,122070,2015-09-28,0,39,28483,2015,0,4069,0.0,0.0,0.0
FHV - Lux Limo,5554,0,3805,3840,2008,16.2,2.5,16.6,2.5,0.0,0.0,0,2015-10,2015-10,172174,2015-10-28,0,43,38878,2015,0,5554,0.0,0.0,0.0
FHV - Lux Limo,5583,0,3890,3820,1936,15.2,2.5,14.7,2.4,0.0,0.0,0,2015-11,2015-11,167490,2015-11-28,0,47,39081,2015,0,5583,0.0,0.0,0.0
FHV - Lux Limo,5437,0,3887,3948,1878,14.8,2.5,14.7,2.4,0.0,0.0,0,2015-12,2015-12,168547,2015-12-28,0,52,38059,2015,0,5437,0.0,0.0,0.0
FHV - Lux Limo,3721,0,3920,3371,1517,14.0,2.3,12.3,2.2,0.0,0.0,0,2016-01,2016-01,115351,2016-01-28,0,04,26047,2016,0,3721,0.0,0.0,0.0
FHV - Lux Limo,4405,0,3250,3370,1701,14.7,2.4,15.0,2.3,0.0,0.0,0,2016-02,2016-02,127745,2016-02-28,0,08,30835,2016,0,4405,0.0,0.0,0.0
FHV - Lux Limo,4425,0,3416,3436,1724,15.6,2.4,15.7,2.3,0.0,0.0,0,2016-03,2016-03,137175,2016-03-28,0,13,30975,2016,0,4425,0.0,0.0,0.0
FHV - Lux Limo,5053,0,3599,3593,1839,15.4,2.5,15.5,2.4,0.0,0.0,0,2016-04,2016-04,151590,2016-04-28,0,17,35371,2016,0,5053,0.0,0.0,0.0
FHV - Lux Limo,4992,0,3713,3676,1821,15.4,2.6,15.6,2.5,0.0,0.0,0,2016-05,2016-05,154752,2016-05-28,0,21,34944,2016,0,4992,0.0,0.0,0.0
FHV - Lux Limo,5007,0,3592,3628,1852,15.3,2.5,15.5,2.4,0.0,0.0,0,2016-06,2016-06,150210,2016-06-28,0,26,35049,2016,0,5007,0.0,0.0,0.0
FHV - Lux Limo,3080,0,2798,2830,1258,13.8,2.3,14.1,2.2,0.0,0.0,0,2016-07,2016-07,95480,2016-07-28,0,30,21560,2016,0,3080,0.0,0.0,0.0
FHV - Lux Limo,3008,0,3010,3077,1336,13.5,2.2,13.7,2.1,0.0,0.0,0,2016-08,2016-08,93248,2016-08-28,0,34,21056,2016,0,3008,0.0,0.0,0.0
FHV - Lux Limo,3200,0,2504,2579,1254,14.6,2.4,15.0,2.4,0.0,0.0,0,2016-09,2016-09,96000,2016-09-28,0,39,22400,2016,0,3200,0.0,0.0,0.0
FHV - Lux Limo,3297,0,2632,2696,1307,15.1,2.4,15.5,2.4,0.0,0.0,0,2016-10,2016-10,102207,2016-10-28,0,43,23079,2016,0,3297,0.0,0.0,0.0
FHV - Lux Limo,2514,0,2075,2198,1017,13.9,2.4,14.4,2.4,0.0,0.0,0,2016-11,2016-11,75420,2016-11-28,0,48,17598,2016,0,2514,0.0,0.0,0.0
FHV - Lux Limo,2705,0,2370,2545,1094,13.3,2.4,14.1,2.3,0.0,0.0,0,2016-12,2016-12,83855,2016-12-28,0,52,18935,2016,0,2705,0.0,0.0,0.0
FHV - Lux Limo,3302,0,3139,3178,1404,13.7,2.3,14.0,2.2,0.0,0.0,0,2017-01,2017-01,102362,2017-01-28,0,04,23114,2017,0,3302,0.0,0.0,0.0
FHV - Lux Limo,3502,0,3041,3083,1467,13.3,2.3,13.7,2.2,0.0,0.0,0,2017-02,2017-02,98056,2017-02-28,0,09,24514,2017,0,3502,0.0,0.0,0.0
FHV - Lux Limo,3391,0,2865,2923,1371,14.6,2.4,15.0,2.3,0.0,0.0,0,2017-03,2017-03,105121,2017-03-28,0,13,23737,2017,0,3391,0.0,0.0,0.0
FHV - Lux Limo,3240,0,3067,3034,1366,13.5,2.3,13.5,2.2,0.0,0.0,0,2017-04,2017-04,97200,2017-04-28,0,17,22680,2017,0,3240,0.0,0.0,0.0
FHV - Lux Limo,3653,0,3062,3053,1526,15.5,2.3,15.7,2.3,0.0,0.0,0,2017-05,2017-05,113243,2017-05-28,0,21,25571,2017,0,3653,0.0,0.0,0.0
FHV - Lux Limo,3327,0,3254,3225,1423,13.3,2.3,13.6,2.2,71.0,0.0,0,2017-06,2017-06,99810,2017-06-28,0,26,23289,2017,0,3327,0.0,0.0,0.0
FHV - Lux Limo,2720,0,3284,3237,1270,12.2,2.1,12.4,2.1,69.0,0.0,0,2017-07,2017-07,84320,2017-07-28,0,30,19040,2017,0,2720,0.0,0.0,0.0
FHV - Lux Limo,2774,0,3400,3278,1313,12.4,2.1,12.4,2.0,67.0,0.0,0,2017-08,2017-08,85994,2017-08-28,0,35,19418,2017,0,2774,0.0,0.0,0.0
FHV - Lux Limo,3396,0,3483,3375,1439,12.8,2.3,12.8,2.3,68.0,0.0,0,2017-09,2017-09,101880,2017-09-28,0,39,23772,2017,0,3396,0.0,0.0,0.0
FHV - Lux Limo,3171,0,3053,2936,1341,14.2,2.3,14.2,2.3,68.0,0.0,0,2017-10,2017-10,98301,2017-10-28,0,43,22197,2017,0,3171,0.0,0.0,0.0
FHV - Lux Limo,3246,0,3088,2978,1341,13.5,2.4,13.5,2.3,68.0,0.0,0,2017-11,2017-11,97380,2017-11-28,0,48,22722,2017,0,3246,0.0,0.0,0.0
FHV - Lux Limo,3139,0,3479,3331,1343,12.5,2.3,12.4,2.2,69.0,0.0,0,2017-12,2017-12,97309,2017-12-28,0,52,21973,2017,0,3139,0.0,0.0,0.0
FHV - Lux Limo,3142,0,3385,3299,1378,13.0,2.2,13.1,2.2,63.0,0.0,0,2018-01,2018-01,97402,2018-01-28,0,04,21994,2018,0,3142,0.0,0.0,0.0
FHV - Lux Limo,3240,0,3273,3189,1399,12.3,2.3,12.4,2.2,62.0,0.0,0,2018-02,2018-02,90720,2018-02-28,0,09,22680,2018,0,3240,0.0,0.0,0.0
FHV - Lux Limo,3127,0,3174,3077,1346,13.6,2.3,13.6,2.2,64.0,0.0,0,2018-03,2018-03,96937,2018-03-28,0,13,21889,2018,0,3127,0.0,0.0,0.0
FHV - Lux Limo,3362,0,3289,3214,1446,13.5,2.3,13.6,2.2,63.0,0.0,0,2018-04,2018-04,100860,2018-04-28,0,17,23534,2018,0,3362,0.0,0.0,0.0
FHV - Lux Limo,3531,0,3180,3141,1463,14.4,2.4,14.7,2.3,72.0,0.0,0,2018-05,2018-05,109461,2018-05-28,0,22,24717,2018,0,3531,0.0,0.0,0.0
FHV - Lux Limo,3433,0,3135,3062,1431,14.0,2.4,14.2,2.3,73.0,0.0,0,2018-06,2018-06,102990,2018-06-28,0,26,24031,2018,0,3433,0.0,0.0,0.0
FHV - Lux Limo,2377,0,2663,2488,1072,13.4,2.2,12.8,2.1,69.0,0.0,0,2018-07,2018-07,73687,2018-07-28,0,30,16639,2018,0,2377,0.0,0.0,0.0
FHV - Lux Limo,2211,0,2516,2395,1027,13.3,2.1,13.0,2.1,68.0,0.0,0,2018-08,2018-08,68541,2018-08-28,0,35,15477,2018,0,2211,0.0,0.0,0.0
FHV - Lux Limo,2556,0,2425,2271,1062,14.0,2.4,13.6,2.3,69.0,0.0,0,2018-09,2018-09,76680,2018-09-28,0,39,17892,2018,0,2556,0.0,0.0,0.0
FHV - Lux Limo,3467,0,2835,2696,1384,15.9,2.5,15.6,2.4,71.0,0.0,0,2018-10,2018-10,107477,2018-10-28,0,43,24269,2018,0,3467,0.0,0.0,0.0
FHV - Lux Limo,3622,0,2960,2832,1364,14.5,2.5,14.2,2.4,71.0,0.0,0,2018-11,2018-11,108660,2018-11-28,0,48,25354,2018,0,3622,0.0,0.0,0.0
FHV - Lux Limo,3025,0,3083,2991,1260,13.1,2.4,13.1,2.3,70.0,0.0,0,2018-12,2018-12,93775,2018-12-28,0,52,21175,2018,0,3025,0.0,0.0,0.0
FHV - Lux Limo,2573,0,2675,2533,1137,13.9,2.2,13.7,2.2,63.0,0.0,0,2019-01,2019-01,79763,2019-01-28,0,04,18011,2019,0,2573,0.0,0.0,0.0
FHV - Lux Limo,2467,0,2147,2142,1034,13.5,2.4,13.6,2.3,65.0,0.0,0,2019-02,2019-02,69076,2019-02-28,0,08,17269,2019,0,2467,0.0,0.0,0.0
FHV - Lux Limo,1513,0,1786,1799,698,12.0,2.1,12.0,2.1,62.0,0.0,0,2019-03,2019-03,46903,2019-03-28,0,12,10591,2019,0,1513,0.0,0.0,0.0
FHV - Lux Limo,2584,0,2374,2391,1118,14.0,2.3,14.1,2.3,67.0,0.0,0,2019-04,2019-04,77520,2019-04-28,0,16,18088,2019,0,2584,0.0,0.0,0.0
FHV - Lux Limo,2657,0,2245,2256,1100,15.1,2.4,15.1,2.4,70.0,0.0,0,2019-05,2019-05,82367,2019-05-28,0,21,18599,2019,0,2657,0.0,0.0,0.0
FHV - Lux Limo,2276,0,2124,2140,993,13.9,2.3,14.1,2.3,71.0,0.0,0,2019-06,2019-06,68280,2019-06-28,0,25,15932,2019,0,2276,0.0,0.0,0.0
FHV - Lux Limo,2013,0,2105,2013,881,13.6,2.3,13.4,2.2,73.0,0.0,0,2019-07,2019-07,62403,2019-07-28,0,29,14091,2019,0,2013,0.0,0.0,0.0
FHV - Lux Limo,2099,0,2389,2311,969,13.0,2.1,12.9,2.1,73.0,0.0,0,2019-08,2019-08,65069,2019-08-28,0,34,14693,2019,0,2099,0.0,0.0,0.0
FHV - Lux Limo,2739,0,2522,2402,1098,13.7,2.5,13.5,2.4,75.0,0.0,0,2019-09,2019-09,82170,2019-09-28,0,38,19173,2019,0,2739,0.0,0.0,0.0
FHV - Lux Limo,3105,0,2682,2530,1256,15.4,2.4,15.1,2.4,69.0,0.0,0,2019-10,2019-10,96255,2019-10-28,0,43,21735,2019,0,3105,0.0,0.0,0.0
FHV - Lux Limo,2017,0,1853,1776,835,14.1,2.4,14.0,2.3,67.0,0.0,0,2019-11,2019-11,60510,2019-11-28,0,47,14119,2019,0,2017,0.0,0.0,0.0
FHV - Lux Limo,2555,0,2548,2536,1069,13.1,2.4,13.3,2.3,70.0,0.0,0,2019-12,2019-12,79205,2019-12-28,0,51,17885,2019,0,2555,0.0,0.0,0.0
FHV - Lux Limo,2079,0,2162,2128,908,13.2,2.3,13.4,2.2,59.0,0.0,0,2020-01,2020-01,64449,2020-01-28,0,04,14553,2020,0,2079,0.0,0.0,0.0
FHV - Lux Limo,2472,0,2472,2343,1071,13.3,2.3,13.1,2.2,63.0,0.0,0,2020-02,2020-02,71688,2020-02-28,0,08,17304,2020,0,2472,0.0,0.0,0.0
FHV - Lux Limo,1060,0,2194,2063,531,8.0,2.0,7.8,1.9,61.0,0.0,0,2020-03,2020-03,32860,2020-03-28,0,12,7420,2020,0,1060,0.0,0.0,0.0
FHV - Lux Limo,148,0,319,337,75,6.7,1.9,7.1,1.9,48.0,0.0,0,2020-04,2020-04,4440,2020-04-28,0,17,1036,2020,0,148,0.0,0.0,0.0
FHV - Lux Limo,191,0,343,344,96,8.7,2.0,8.7,1.9,47.0,0.0,0,2020-05,2020-05,5921,2020-05-28,0,21,1337,2020,0,191,0.0,0.0,0.0
FHV - Lux Limo,315,0,447,431,141,9.9,2.2,9.7,2.1,51.0,0.0,0,2020-06,2020-06,9450,2020-06-28,0,25,2205,2020,0,315,0.0,0.0,0.0
FHV - Lux Limo,436,0,597,567,186,10.2,2.3,9.8,2.3,52.0,0.0,0,2020-07,2020-07,13516,2020-07-28,0,30,3052,2020,0,436,0.0,0.0,0.0
FHV - Lux Limo,449,0,694,691,207,9.3,2.1,9.4,2.1,56.0,0.0,0,2020-08,2020-08,13919,2020-08-28,0,34,3143,2020,0,449,0.0,0.0,0.0
FHV - Lux Limo,479,0,743,718,234,9.8,2.0,9.7,2.0,63.0,0.0,0,2020-09,2020-09,14370,2020-09-28,0,39,3353,2020,0,479,0.0,0.0,0.0
FHV - Lux Limo,527,0,840,802,264,10.2,2.0,9.9,1.9,61.0,0.0,0,2020-10,2020-10,16337,2020-10-28,0,43,3689,2020,0,527,0.0,0.0,0.0
FHV - Lux Limo,457,0,722,698,230,9.9,2.0,9.8,1.9,59.0,0.0,0,2020-11,2020-11,13710,2020-11-28,0,47,3199,2020,0,457,0.0,0.0,0.0
FHV - Lux Limo,475,0,749,724,237,10.2,2.0,10.0,1.9,57.0,0.0,0,2020-12,2020-12,14725,2020-12-28,0,52,3325,2020,0,475,0.0,0.0,0.0
FHV - Lux Limo,528,0,793,769,264,10.7,2.0,10.5,1.9,50.0,0.0,0,2021-01,2021-01,16368,2021-01-28,0,04,3696,2021,0,528,0.0,0.0,0.0
FHV - Lux Limo,584,0,781,768,274,10.0,2.1,10.0,2.1,53.0,0.0,0,2021-02,2021-02,16352,2021-02-28,0,08,4088,2021,0,584,0.0,0.0,0.0
FHV - Lux Limo,629,0,812,791,302,11.9,2.0,11.8,2.0,56.0,0.0,0,2021-03,2021-03,19499,2021-03-28,0,12,4403,2021,0,629,0.0,0.0,0.0
FHV - Lux Limo,708,0,915,872,342,11.8,2.0,11.5,2.0,59.0,0.0,0,2021-04,2021-04,21240,2021-04-28,0,17,4956,2021,0,708,0.0,0.0,0.0
FHV - Lux Limo,727,0,956,900,339,11.7,2.1,11.2,2.1,66.0,0.0,0,2021-05,2021-05,22537,2021-05-28,0,21,5089,2021,0,727,0.0,0.0,0.0
FHV - Lux Limo,928,0,1184,1152,437,11.4,2.1,11.3,2.1,71.0,0.0,0,2021-06,2021-06,27840,2021-06-28,0,26,6496,2021,0,928,0.0,0.0,0.0
FHV - Lux Limo,700,0,1159,1137,362,9.9,1.9,9.8,1.9,71.0,0.0,0,2021-07,2021-07,21700,2021-07-28,0,30,4900,2021,0,700,0.0,0.0,0.0
FHV - Lux Limo,665,0,998,955,337,11.0,2.0,10.7,1.9,72.0,0.0,0,2021-08,2021-08,20615,2021-08-28,0,34,4655,2021,0,665,0.0,0.0,0.0
FHV - Lux Limo,1025,0,1362,1291,482,11.2,2.1,10.9,2.0,72.0,0.0,0,2021-09,2021-09,30750,2021-09-28,0,39,7175,2021,0,1025,0.0,0.0,0.0
FHV - Lux Limo,1126,0,1378,1320,522,12.3,2.1,11.8,2.1,70.0,0.0,0,2021-10,2021-10,34906,2021-10-28,0,43,7882,2021,0,1126,0.0,0.0,0.0
FHV - Lux Limo,1347,0,1511,1432,591,12.4,2.3,12.2,2.2,67.0,0.0,0,2021-11,2021-11,40410,2021-11-28,0,47,9429,2021,0,1347,0.0,0.0,0.0
FHV - Lux Limo,1081,0,1493,1425,503,10.9,2.1,10.7,2.1,66.0,0.0,0,2021-12,2021-12,33511,2021-12-28,0,52,7567,2021,0,1081,0.0,0.0,0.0
FHV - Lux Limo,763,0,1243,1206,407,10.5,1.9,10.5,1.8,61.0,0.0,0,2022-01,2022-01,23653,2022-01-28,0,04,5341,2022,0,763,0.0,0.0,0.0
FHV - Lux Limo,1267,0,1473,1416,597,11.8,2.1,11.6,2.1,64.0,0.0,0,2022-02,2022-02,35476,2022-02-28,0,09,8869,2022,0,1267,0.0,0.0,0.0
FHV - Lux Limo,1405,0,1501,1445,627,13.5,2.2,13.4,2.2,65.0,0.0,0,2022-03,2022-03,43555,2022-03-28,0,13,9835,2022,0,1405,0.0,0.0,0.0
FHV - Lux Limo,1413,0,1572,1514,623,12.3,2.2,12.3,2.2,67.0,0.0,0,2022-04,2022-04,42390,2022-04-28,0,17,9891,2022,0,1413,0.0,0.0,0.0
FHV - Lux Limo,1221,0,1539,1495,557,11.6,2.2,11.5,2.1,69.0,0.0,0,2022-05,2022-05,37851,2022-05-28,0,21,8547,2022,0,1221,0.0,0.0,0.0
FHV - Lux Limo,1155,0,1479,1382,534,11.6,2.1,11.2,2.1,70.0,0.0,0,2022-06,2022-06,34650,2022-06-28,0,26,8085,2022,0,1155,0.0,0.0,0.0
FHV - Lux Limo,981,0,1523,1476,502,10.6,1.9,10.3,1.9,70.0,0.0,0,2022-07,2022-07,30411,2022-07-28,0,30,6867,2022,0,981,0.0,0.0,0.0
FHV - Lux Limo,976,0,1351,1290,486,11.7,2.0,11.5,1.9,69.0,0.0,0,2022-08,2022-08,30256,2022-08-28,0,34,6832,2022,0,976,0.0,0.0,0.0
FHV - Lux Limo,1283,0,1651,1582,590,11.2,2.2,11.0,2.1,72.0,0.0,0,2022-09,2022-09,38490,2022-09-28,0,39,8981,2022,0,1283,0.0,0.0,0.0
FHV - Lux Limo,1381,0,1672,1593,624,12.1,2.2,11.9,2.1,69.0,0.0,0,2022-10,2022-10,42811,2022-10-28,0,43,9667,2022,0,1381,0.0,0.0,0.0
FHV - Lux Limo,1035,0,1210,1160,464,12.0,2.2,11.8,2.2,67.0,0.0,0,2022-11,2022-11,31050,2022-11-28,0,48,7245,2022,0,1035,0.0,0.0,0.0
FHV - Lux Limo,1068,0,1654,1604,521,10.1,2.0,10.0,2.0,67.0,0.0,0,2022-12,2022-12,33108,2022-12-28,0,52,7476,2022,0,1068,0.0,0.0,0.0
Green,283,4028,129,114,33,7.3,5.4,6.8,5.1,11.4,0.3,0,2013-08,2013-08,8773,2013-08-28,124868,34,1981,2013,28196,283,0.0,14.23321554770318,1095.3333333333333
Green,1632,23087,478,445,159,10.7,6.3,10.2,6.2,12.7,0.34,0,2013-09,2013-09,48960,2013-09-28,692610,38,11424,2013,161609,1632,0.0,14.146446078431373,1556.426966292135
Green,5477,74128,1261,1128,500,13.7,6.6,12.8,6.3,12.4,0.33,0,2013-10,2013-10,169787,2013-10-28,2297968,43,38339,2013,518896,5477,0.0,13.534416651451524,2037.2056737588653
Green,12692,168976,2160,1754,1044,17.9,7.1,15.5,6.6,12.3,0.34,0,2013-11,2013-11,380760,2013-11-28,5069280,47,88844,2013,1182832,12692,0.0,13.313583359596596,2890.1254275940705
Green,19435,257398,3317,2736,1707,19.3,6.8,16.9,6.4,12.3,0.32,0,2013-12,2013-12,602485,2013-12-28,7979338,51,136045,2013,1801786,19435,0.0,13.244044250064317,2916.4247076023394
Green,25923,331334,4564,3818,2409,19.6,6.5,17.2,6.1,11.9,0.35,0,2014-01,2014-01,803613,2014-01-28,10271354,04,181461,2014,2319338,25923,0.0,12.781468194267639,2690.2446306967
Green,35895,465192,5085,4207,3065,20.4,6.8,17.8,6.5,12.6,0.35,0,2014-02,2014-02,1005060,2014-02-28,13025376,08,251265,2014,3256344,35895,0.0,12.959799414960301,3096.1198003327786
Green,41718,543542,5620,4566,3547,24.1,6.9,20.7,6.5,12.2,0.37,0,2014-03,2014-03,1293258,2014-03-28,16849802,12,292026,2014,3804794,41718,0.0,13.028956325806606,3690.276390713973
Green,43625,580228,5894,4811,3799,23.7,6.8,20.4,6.4,12.5,0.39,0,2014-04,2014-04,1308750,2014-04-28,17406840,17,305375,2014,4061596,43625,0.0,13.300355300859598,3618.133444190397
Green,45853,636698,6136,4957,3998,25.0,6.9,21.3,6.5,13.4,0.41,0,2014-05,2014-05,1421443,2014-05-28,19737638,21,320971,2014,4456886,45853,0.0,13.88563452772992,3981.7708291305225
Green,44590,616892,6158,5069,4040,23.9,6.7,20.7,6.4,13.2,0.41,0,2014-06,2014-06,1337700,2014-06-28,18506760,25,312130,2014,4318244,44590,0.0,13.834761157210137,3650.968632866443
Green,41094,560319,6180,5130,3958,23.9,6.4,20.8,6.1,12.7,0.42,0,2014-07,2014-07,1273914,2014-07-28,17369889,30,287658,2014,3922233,41094,0.0,13.635056212585779,3385.943274853801
Green,43381,595477,6249,5136,3989,24.1,6.7,20.7,6.4,12.8,0.42,0,2014-08,2014-08,1344811,2014-08-28,18459787,34,303667,2014,4168339,43381,0.0,13.726677577741407,3594.1952881619936
