month_date,license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent,farebox_per_trip,farebox_per_vehicle
2022-02-28,Yellow,106036,1805865,8989,6734,5591,23.2,9.1,20.1,7.9,14.0,0.8,0,2022-02,2022-02,2969008,50564220,09,742252,2022,12641055,106036,0.0,17.030678260213513,7508.794178794179
2022-03-28,Yellow,116629,2097334,9535,6984,5907,26.2,9.4,22.3,8.1,14.8,0.8,0,2022-03,2022-03,3615499,65017354,13,816403,2022,14681338,116629,0.0,17.982954496737516,9309.472222222223
2022-04-28,Yellow,119629,2219127,9560,7053,5975,25.4,9.4,21.9,8.0,15.4,0.79,0,2022-04,2022-04,3588870,66573810,17,837403,2022,15533889,119629,0.0,18.55007565055296,9439.076988515526
2022-05-28,Yellow,115449,2234977,9976,7149,5961,25.9,9.3,21.6,8.0,16.4,0.79,0,2022-05,2022-05,3578919,69284287,21,808143,2022,15644839,115449,0.0,19.35899834558983,9691.465519653098
2022-06-28,Yellow,105385,2057705,9980,7226,5490,22.8,9.4,19.5,7.9,16.4,0.79,0,2022-06,2022-06,3161550,61731150,26,737695,2022,14403935,105385,0.0,19.52559662191014,8542.921394962636
2022-07-28,Yellow,102052,1921789,9843,7156,5702,24.7,8.9,20.8,7.7,15.1,0.78,0,2022-07,2022-07,3163612,59575459,30,714364,2022,13452523,102052,0.0,18.83146827107749,8325.245807713807
2022-08-28,Yellow,101328,1918370,9678,7169,5823,25.2,8.8,21.6,7.6,15.4,0.78,0,2022-08,2022-08,3141168,59469470,34,709296,2022,13428590,101328,0.0,18.932279330491077,8295.364764960246
2022-09-28,Yellow,105740,2100507,10242,7373,6000,24.4,8.9,20.4,7.6,17.2,0.8,0,2022-09,2022-09,3172200,63015210,39,740180,2022,14703549,105740,0.0,19.864828825420844,8546.75301776753
2022-10-28,Yellow,118027,2293014,10730,7576,6437,26.3,9.2,21.9,7.8,16.6,0.8,0,2022-10,2022-10,3658837,71083434,43,826189,2022,16051098,118027,0.0,19.42787667228685,9382.713041182682
2022-11-28,Yellow,108146,2088897,10804,7685,6100,23.8,9.1,19.9,7.7,16.5,0.8,0,2022-11,2022-11,3244380,62666910,48,757022,2022,14622279,108146,0.0,19.315527157731214,8154.445022771633
2022-12-28,Yellow,109290,2358924,10749,7791,6529,26.0,8.7,22.0,7.5,16.9,0.79,0,2022-12,2022-12,3387990,73126644,52,765030,2022,16512468,109290,0.0,21.584079055723304,9386.040816326531
